Datetime,mean,median,sd,min,max,q25,q75,n
2023-06-16T12:00:00Z,10975.702674999988,10945.2,7016.424279415287,1408,33750.6,5553.3,14287.4,100000
2023-06-16T12:30:00Z,11001.377798000005,11466.1,6992.772494476581,1408,33750.6,5553.3,14287.4,100000
2023-06-16T13:00:00Z,10988.417522000003,10945.2,6997.063095107404,1408,33750.6,5553.3,14287.4,100000
2023-06-16T13:30:00Z,10993.041857999999,11466.1,6975.20722234018,1408,33750.6,5553.3,14287.4,100000
2023-06-16T14:00:00Z,10988.486578999997,10945.2,7011.030073622011,1408,33750.6,5553.3,14287.4,100000
2023-06-16T14:30:00Z,10984.485286000001,10945.2,7008.176626964719,1408,33750.6,5553.3,14287.4,100000
2023-06-16T15:00:00Z,10997.422842999998,11466.1,7009.865851249004,1408,33750.6,5553.3,14287.4,100000
2023-06-16T15:30:00Z,10993.368461000002,11466.1,7003.545615952095,1408,33750.6,5553.3,14287.4,100000
2023-06-16T16:00:00Z,11010.734289999984,11466.1,7009.777071665813,1408,33750.6,5553.3,14287.4,100000
2023-06-16T16:30:00Z,10961.430383999998,11466.1,6948.565195000231,1408,33750.6,5553.3,14287.4,100000
2023-06-16T17:00:00Z,10998.467076999965,11466.1,7007.959627817495,1408,33750.6,5553.3,14287.4,100000
2023-06-16T17:30:00Z,10979.079373000013,11466.1,6984.776417937527,1408,33750.6,5553.3,14287.4,100000
2023-06-16T18:00:00Z,10999.855966000003,10945.2,7044.051860492265,1408,33750.6,5553.3,14287.4,100000
2023-06-16T18:30:00Z,11033.502541999995,11466.1,7031.388972883379,1408,33750.6,5553.3,14287.4,100000
2023-06-16T19:00:00Z,11015.414239999998,11466.1,6999.86401105604,1408,33750.6,5553.3,14287.4,100000
2023-06-16T19:30:00Z,10991.123221000003,10945.2,7022.87200076193,1408,33750.6,5553.3,14287.4,100000
2023-06-16T20:00:00Z,10976.144728,10945.2,6990.22508048272,1408,33750.6,5553.3,14287.4,100000
2023-06-16T20:30:00Z,10996.099551000018,10945.2,7014.505720251512,1408,33750.6,5553.3,14287.4,100000
2023-06-16T21:00:00Z,10994.705162999995,10945.2,6998.087808947814,1408,33750.6,5553.3,14287.4,100000
2023-06-16T21:30:00Z,10989.970417999999,11466.1,6983.333982407147,1408,33750.6,5553.3,14287.4,100000
2023-06-16T22:00:00Z,11019.27447,11466.1,7052.921493592473,1408,33750.6,5553.3,14287.4,100000
2023-06-16T22:30:00Z,10973.517489000002,10945.2,7005.410318228578,1408,33750.6,5553.3,14287.4,100000
