Datetime,mean,median,sd,min,max,q25,q75,n
2023-06-16T12:00:00Z,1739.1699399999995,81.1,2945.7875108525154,19,7474.6,23,92,100000
2023-06-16T12:30:00Z,1741.6451439999996,81.1,2947.638702268713,19,7474.6,20.4,92,100000
2023-06-16T13:00:00Z,11739.15905,13503.6,3110.882013488361,4227.6,14421.8,11466.1,14287.4,100000
2023-06-16T13:30:00Z,11746.986376999996,11539.1,3095.414379591325,4227.6,14421.8,11466.1,13535,100000
2023-06-16T14:00:00Z,11724.203449999999,11539.1,3113.0299149876787,4227.6,14421.8,10942.8,13535,100000
2023-06-16T14:30:00Z,1410.14252,320.2,1715.1638495822115,93.2,4171.3,94.3,3527.1,100000
2023-06-16T15:00:00Z,1411.3478570000004,320.2,1715.5488937268133,93.2,4171.3,94.3,3527.1,100000
2023-06-16T15:30:00Z,1413.1725309999993,320.2,1716.2432934704009,93.2,4171.3,94.3,3527.1,100000
2023-06-16T16:00:00Z,1417.155221000002,320.2,1716.7082687071747,93.2,4171.3,94.3,3527.1,100000
2023-06-16T16:30:00Z,1410.083271,320.2,1714.940076551322,93.2,4171.3,94.3,3527.1,100000
2023-06-16T17:00:00Z,9284.515962999983,4439.6,12014.383353512458,551.7,33750.6,845.3,14938.9,100000
2023-06-16T17:30:00Z,9220.982681999987,4439.6,11952.220394275284,551.7,33750.6,845.3,14938.9,100000
2023-06-16T18:00:00Z,2590.109589,207.8,3482.814007507062,97.9,8660.9,100.5,6252.4,100000
2023-06-16T18:30:00Z,2589.639785000001,207.8,3483.5464176960763,97.9,8660.9,100.5,6252.4,100000
2023-06-16T19:00:00Z,2614.961877999996,245.8,3490.1739848128695,97.9,8660.9,100.6,7325.8,100000
2023-06-16T19:30:00Z,2619.7927590000045,245.8,3494.0768943256585,97.9,8660.9,100.6,7325.8,100000
2023-06-16T20:00:00Z,7272.226160999995,7709.9,4279.2184095408165,1408,14772.3,2715.7,10945.2,100000
2023-06-16T20:30:00Z,7270.498143000002,7709.9,4297.037004327791,1408,14772.3,2715.7,10945.2,100000
2023-06-16T21:00:00Z,7277.710971999998,7709.9,4269.230973062438,1408,14772.3,2715.7,10945.2,100000
2023-06-16T21:30:00Z,28.544638000000003,24.2,11.696119888286686,17.5,47.1,18.4,46.3,100000
2023-06-16T22:00:00Z,28.602328999999997,24.2,11.716400616924881,17.5,47.1,18.4,46.3,100000
2023-06-16T22:30:00Z,28.647038000000006,24.2,11.738424371810448,17.5,47.1,18.4,46.3,100000
