Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
00092,63817.849999999984,21600,19800,9000
00093,59047.6,23400,18000,10800
00094,41334.55000000001,21600,18000,7200
00095,44007.29999999999,25200,19800,5400
00096,47172.9,27000,19800,7200
00097,33351.99999999999,21600,16200,5400
00098,57983.20000000001,23400,21600,9000
00099,50213.24999999999,25200,18000,9000
00100,59423.19999999999,25200,25200,3600
00101,52490.649999999994,30600,25200,7200
00102,60106.399999999994,25200,19800,9000
00103,36656.1,21600,18000,5400
00104,56671.2,21600,21600,7200
00105,44073.95,25200,19800,5400
00106,41323.49999999999,25200,18000,7200
00107,40140.95,21600,16200,7200
00108,52312.80000000001,25200,25200,7200
00109,38997.6,19800,18000,9000
00110,60283.649999999994,23400,18000,9000
00111,59494.44999999999,25200,21600,10800
00112,42375.8,27000,19800,5400
00113,57347.59999999999,27000,21600,10800
00114,47714.30000000001,23400,18000,7200
00115,45223.65000000001,23400,21600,7200
00116,48386,23400,18000,9000
00117,56545.70000000001,21600,19800,9000
00118,69024,21600,18000,14400
00119,30783.25,27000,16200,5400
00120,48210.65,25200,18000,9000
00121,35257,21600,16200,7200
00122,38387.25,21600,19800,5400
00123,54497.6,25200,19800,12600
00124,52419.150000000016,27000,23400,9000
00125,47939.099999999984,27000,19800,7200
00126,54731.7,21600,18000,10800
00127,61155,27000,21600,9000
00128,36270.100000000006,19800,16200,7200
00129,71457.5,25200,21600,12600
00130,57960.99999999999,27000,21600,10800
00131,57678.4,23400,16200,10800
00132,47963.40000000001,21600,19800,9000
00133,46410.74999999999,27000,21600,7200
00134,60900.45,25200,21600,9000
00135,57239.7,19800,19800,9000
00136,46843.25,18000,16200,10800
00137,53917.00000000001,25200,23400,7200
00138,38226.04999999999,19800,19800,5400
00139,80560.40000000002,21600,19800,14400
00140,44758.65000000001,23400,19800,7200
00141,49121.95000000001,21600,19800,9000
00142,66569.35,28800,23400,12600
00143,58642.15000000001,28800,28800,9000
00144,40096.05,25200,19800,5400
00145,79047.3,28800,28800,10800
00146,38358.70000000001,23400,16200,5400
00147,55523,25200,21600,10800
00148,57383.75,27000,19800,9000
00149,57236.74999999999,25200,23400,5400
00150,35590.700000000004,21600,16200,7200
00151,48869.8,28800,25200,7200
00152,59476.54999999999,25200,18000,7200
00153,37053.25,28800,19800,5400
00154,58981.14999999999,32400,25200,10800
00155,46138.350000000006,23400,19800,7200
00156,48023.35,23400,19800,7200
00157,68112.59999999999,28800,21600,12600
00158,59710.55000000001,21600,21600,10800
00159,50485.95,28800,21600,10800
00160,31405.40000000001,23400,16200,3600
00161,52146.20000000001,27000,21600,7200
00162,51428.399999999994,23400,19800,9000
00163,51769.899999999994,23400,21600,7200
00164,38408.7,25200,18000,5400
00165,58724.75,23400,21600,9000
00166,39384.8,25200,18000,7200
00167,62389.85,25200,19800,9000
00168,64207.84999999999,32400,27000,10800
00169,80796.20000000001,28800,25200,14400
00170,45423.20000000001,27000,21600,5400
00171,44652.70000000001,30600,25200,5400
00172,41051.25000000001,23400,19800,7200
00173,57801.49999999999,21600,19800,9000
00174,61337.749999999985,19800,18000,12600
00175,39097.85,25200,21600,5400
00176,63366.2,19800,16200,9000
00177,53321.849999999984,23400,23400,9000
00178,33738.99999999999,25200,18000,3600
00179,39397.95000000001,19800,16200,7200
00180,48934.45,28800,18000,9000
00181,64976.19999999999,28800,21600,9000
00182,39003.65,25200,19800,5400
00183,33199.59999999999,23400,18000,5400
00184,56225.100000000006,25200,19800,7200
00185,57801.850000000006,23400,21600,10800
00186,29531.000000000004,21600,16200,3600
00187,42542.1,23400,18000,9000
00188,37112.149999999994,21600,19800,7200
00189,49435.80000000001,28800,25200,7200
00190,61087.29999999999,28800,27000,5400
00191,54755.900000000016,23400,21600,7200
00192,45950.95000000001,19800,19800,9000
00193,51005.05,25200,21600,7200
00194,68816,25200,19800,12600
00195,40554.74999999999,19800,18000,7200
00196,41188.49999999999,23400,23400,1800
00197,46563.1,19800,18000,5400
00198,42772.05,23400,18000,9000
00199,60840.79999999999,19800,19800,10800
00200,36290.85,21600,18000,7200
00201,44717.95,19800,19800,5400
00202,39098.600000000006,27000,23400,3600
00203,46848.70000000001,25200,21600,7200
00204,57335.649999999994,30600,25200,7200
00205,49491.54999999999,25200,18000,9000
00206,43549.25000000001,21600,18000,5400
00207,76211.65,27000,23400,12600
00208,64568.85,27000,23400,9000
00209,38259.00000000001,25200,16200,5400
00210,56536.850000000006,28800,21600,9000
00211,37712.6,27000,18000,5400
00212,52791.19999999998,21600,16200,12600
00213,31709.949999999997,19800,16200,3600
00214,65573.84999999999,27000,23400,9000
00215,64411.44999999999,25200,21600,10800
00216,52061,23400,21600,7200
00217,47148.4,27000,25200,7200
00218,54738.2,21600,16200,9000
00219,49810.4,23400,21600,9000
00220,38170.20000000001,23400,19800,7200
00221,69638.65000000002,32400,23400,10800
00222,67376.15000000001,23400,18000,10800
00223,48050.649999999994,27000,21600,5400
00224,48824.29999999999,25200,16200,7200
00225,46351.04999999999,25200,18000,7200
00226,68162.75,28800,25200,7200
00227,45196.20000000001,28800,18000,7200
00228,54727.6,23400,18000,14400
00229,45949.95000000001,18000,16200,7200
00230,43666.600000000006,25200,23400,5400
00231,47209.100000000006,25200,23400,5400
00232,33443.9,23400,16200,1800
00233,37319.29999999999,18000,12600,9000
00234,55402.49999999999,28800,23400,7200
00235,55757.29999999999,25200,21600,7200
00236,76391.85,32400,28800,9000
00237,64789.99999999999,23400,23400,10800
00238,50407.00000000001,23400,21600,5400
00239,49239.45000000001,23400,19800,9000
00240,53302.6,27000,21600,9000
00241,42844.65,27000,19800,5400
00242,41458,23400,21600,5400
00243,57408.99999999999,27000,21600,9000
00244,56622.149999999994,21600,18000,7200
00245,55731.95000000001,28800,27000,9000
00246,39760.85,21600,18000,5400
00247,45339,19800,16200,10800
00248,44066.65,28800,25200,3600
00249,43006.49999999999,25200,19800,5400
00250,42846.45000000001,23400,16200,7200
00251,44854.55,19800,18000,9000
00252,65197.89999999999,23400,19800,10800
00253,49559.00000000001,27000,23400,7200
00254,47231.45000000001,25200,19800,9000
00255,45336.29999999999,19800,14400,5400
00256,38555.6,19800,16200,9000
00257,39222.750000000015,23400,21600,5400
00258,61642.79999999999,23400,18000,10800
00259,58248.15000000001,25200,21600,9000
00260,41320.65,25200,19800,3600
00261,46119.94999999999,27000,19800,7200
00262,47212.85,25200,19800,3600
00263,30113.750000000004,19800,16200,3600
00264,45664.6,21600,18000,9000
00265,49414.25,23400,19800,10800
00266,44471.74999999999,27000,18000,7200
00267,75803.1,23400,21600,10800
00268,56152.9,28800,18000,10800
00269,56683.75000000001,25200,21600,10800
00270,63829.3,21600,19800,10800
00271,57775.149999999994,23400,19800,10800
00272,44845.5,23400,18000,7200
00273,51054.80000000001,27000,23400,7200
00274,51201.69999999999,25200,16200,7200
00275,59541.09999999999,21600,19800,9000
00276,45312.1,25200,16200,9000
00277,46121.15,25200,23400,7200
00278,45722.8,25200,19800,9000
00279,52253.6,27000,19800,7200
00280,65862.45,23400,21600,10800
00281,40765.99999999999,25200,18000,5400
00282,54650.7,21600,16200,9000
00283,37402.3,25200,18000,5400
00284,38013.45000000001,19800,16200,7200
00285,61770.9,30600,23400,9000
00286,39843.2,23400,18000,5400
00287,65178.85,25200,21600,9000
00288,59116,23400,21600,10800
00289,51142.649999999994,21600,14400,7200
00290,64440.15000000001,28800,27000,9000
00291,63268.350000000006,25200,23400,10800
00292,67826.29999999999,21600,19800,12600
00293,42990,23400,16200,7200
00294,29521.750000000007,23400,21600,3600
00295,46014.850000000006,21600,16200,9000
00296,57707.149999999994,25200,21600,10800
00297,38656.04999999999,25200,18000,5400
00298,40110.35,21600,18000,7200
00299,60492.34999999997,27000,16200,10800
00300,38269.69999999999,19800,18000,5400
00301,65393.85,27000,21600,12600
00302,43745.8,23400,19800,7200
00303,56554.149999999994,30600,21600,9000
00304,40152.95000000001,27000,18000,5400
00305,49743.899999999994,25200,21600,5400
00306,32952.85000000001,25200,16200,5400
00307,65196.70000000001,21600,19800,9000
00308,37324.05,21600,16200,7200
00309,63740.8,28800,23400,9000
00310,42318.649999999994,27000,23400,3600
00311,57631,23400,19800,10800
00312,58564.7,19800,19800,12600
00313,35832.99999999999,21600,12600,7200
00314,52424.25,21600,18000,10800
00315,58515.149999999994,18000,16200,10800
00316,54655.899999999994,27000,18000,10800
00317,63044.29999999999,21600,19800,10800
00318,44448.29999999999,21600,19800,7200
00319,48113.45000000001,25200,25200,5400
00320,52646.70000000001,25200,23400,9000
00321,37884.6,23400,19800,3600
00322,60366.599999999984,19800,16200,10800
00323,65689.1,25200,23400,9000
00324,43687.05,18000,16200,7200
00325,63789.79999999999,23400,18000,7200
00326,58932.95000000001,25200,23400,10800
00327,46745.90000000001,19800,18000,7200
00328,41954.9,23400,16200,9000
00329,32484.399999999994,23400,18000,3600
00330,46541.35,23400,19800,3600
00331,68750.2,30600,27000,10800
00332,32785,19800,16200,5400
00333,60201.95,19800,18000,10800
00334,52137.75,25200,18000,9000
00335,43040.7,21600,18000,7200
00336,54692,25200,19800,9000
00337,42537.500000000015,28800,25200,5400
00338,31872.150000000005,25200,23400,0
00339,35299.299999999996,19800,19800,3600
00340,48795.20000000001,19800,14400,10800
00341,53144.20000000001,19800,18000,7200
00342,45518.649999999994,25200,19800,7200
00343,46774.75000000001,25200,21600,7200
00344,55839.34999999999,27000,23400,7200
00345,52674.04999999999,25200,18000,9000
00346,52535.34999999999,19800,18000,7200
00347,73017.59999999999,21600,21600,12600
00348,32870.3,23400,14400,3600
00349,40081.1,27000,19800,3600
00350,50408.29999999999,27000,19800,5400
00351,45166.80000000001,25200,19800,5400
00352,53819.45,27000,18000,10800
00353,53409.10000000001,28800,21600,9000
00354,50304.85,25200,18000,7200
00355,49562,27000,23400,7200
00356,47824.50000000001,25200,19800,9000
00357,58482.95,19800,16200,10800
00358,63447.99999999999,25200,21600,9000
00359,53888.4,25200,19800,9000
00360,38027.7,23400,19800,7200
00361,49151.20000000001,19800,19800,10800
00362,31787.799999999996,21600,14400,5400
00363,52683.05,27000,21600,9000
00364,57002.80000000001,25200,21600,7200
00365,50659.599999999984,19800,16200,7200
00366,43294.25000000001,23400,21600,5400
00367,41020.6,25200,21600,5400
00368,70575.6,30600,23400,12600
00369,54074.99999999999,23400,19800,7200
00370,49576.75,25200,19800,10800
00371,49635.09999999999,21600,16200,5400
00372,33251.30000000001,19800,16200,5400
00373,50821.85,23400,19800,9000
00374,52060.749999999985,19800,18000,9000
00375,47267.350000000006,27000,21600,9000
00376,34541.25,21600,16200,3600
00377,44986.74999999999,25200,18000,7200
00378,42353.5,27000,21600,3600
00379,52218.15,18000,16200,9000
00380,48250.4,21600,19800,7200
00381,43142.24999999999,23400,21600,7200
00382,60826.25000000001,23400,21600,9000
00383,54350.95000000001,27000,19800,7200
00384,50871.350000000006,23400,18000,9000
00385,40831.9,23400,18000,7200
00386,62848.55000000001,23400,21600,9000
00387,52899.79999999999,23400,21600,5400
00388,62628,27000,27000,10800
00389,47574.34999999999,19800,18000,5400
00390,42390.95,21600,16200,5400
00391,48543.54999999999,25200,21600,5400
00392,31593.9,23400,19800,1800
00393,46711.25,21600,16200,10800
00394,29857.250000000004,23400,19800,3600
00395,49892.100000000006,21600,18000,5400
00396,54084.45000000001,21600,21600,7200
00397,41468.75,23400,21600,5400
00398,60968.34999999999,23400,18000,9000
00399,59919.3,21600,19800,12600
00400,37435.95,23400,23400,1800
00401,45638.25,25200,21600,9000
00402,46435.899999999994,23400,18000,5400
00403,61676.149999999994,21600,19800,10800
00404,67836.79999999999,25200,21600,10800
00405,58555.99999999999,27000,21600,7200
00406,79675.25,21600,21600,10800
00407,28235.950000000004,19800,16200,3600
00408,53583.99999999999,19800,16200,9000
00409,49150.95000000001,25200,21600,7200
00410,51845.85,21600,18000,10800
00411,50460.49999999999,32400,25200,3600
00412,42970.35,21600,19800,7200
00413,55480.85000000001,27000,21600,7200
00414,46992.5,21600,19800,7200
00415,45928.70000000001,28800,25200,5400
00416,59442.8,23400,23400,7200
00417,49458.2,25200,23400,5400
00418,35052.74999999999,23400,16200,3600
00419,48087.29999999999,21600,19800,9000
00420,31524.500000000004,21600,14400,5400
00421,47969.99999999999,28800,21600,9000
00422,30588.249999999996,19800,14400,5400
00423,56956.8,23400,19800,12600
00424,55155.59999999999,27000,19800,7200
00425,53741,23400,18000,7200
00426,53406.34999999999,23400,21600,7200
00427,64773.44999999998,25200,21600,10800
00428,53731.29999999998,25200,21600,9000
00429,84761.59999999998,28800,27000,10800
00430,62051.74999999999,27000,21600,9000
00431,60428.65,23400,19800,10800
00432,52976.29999999999,23400,19800,10800
00433,55589.45000000001,23400,19800,9000
00434,65205.80000000001,25200,21600,12600
00435,48732.25,27000,19800,7200
00436,53635.45000000001,30600,30600,3600
00437,43178.29999999999,23400,12600,9000
00438,48603.149999999994,21600,19800,9000
00439,42721.79999999998,19800,14400,7200
00440,49341.1,27000,21600,7200
00441,62064.7,25200,21600,9000
00442,44352.05,23400,19800,5400
00443,64784.1,25200,21600,12600
00444,45777.05000000001,23400,18000,9000
00445,53770.45000000001,21600,19800,7200
00446,39304.5,19800,18000,5400
00447,53745.95000000001,27000,25200,7200
00448,75022.49999999999,25200,23400,10800
00449,59712.099999999984,25200,18000,9000
00450,57287.59999999999,25200,19800,5400
00451,41703.65000000001,21600,18000,5400
00452,63446.4,23400,21600,9000
00453,43991.7,23400,21600,5400
00454,45325.850000000006,18000,18000,9000
00455,21980.4,21600,16200,1800
00456,37199.7,23400,21600,3600
00457,38226.350000000006,23400,14400,9000
00458,56027.2,23400,19800,9000
00459,47580.600000000006,25200,21600,9000
00460,42673.70000000001,23400,19800,7200
00461,71450.29999999999,30600,25200,10800
00462,52423.69999999999,19800,19800,9000
00463,54207.09999999999,27000,21600,5400
00464,35230.90000000001,21600,16200,5400
00465,59875.85,27000,21600,12600
00466,51558.49999999999,25200,19800,7200
00467,38759.70000000001,23400,18000,9000
00468,50522.3,23400,21600,7200
00469,40100.850000000006,21600,19800,7200
00470,45589.45,21600,18000,9000
00471,48814.75000000001,27000,23400,5400
00472,42698.15,21600,18000,9000
00473,55625.70000000001,27000,21600,9000
00474,63175.400000000016,19800,18000,10800
00475,36010.350000000006,23400,18000,5400
00476,43880.65000000001,21600,18000,9000
00477,38350.90000000001,27000,21600,5400
00478,34490.049999999996,18000,16200,5400
00479,76650.05,21600,19800,10800
00480,44173.09999999999,25200,19800,5400
00481,63786.99999999999,21600,18000,10800
00482,51821.09999999999,27000,23400,7200
00483,57247.29999999999,23400,19800,7200
00484,47678.499999999985,18000,14400,7200
00485,51061.8,28800,19800,9000
00486,56286.5,23400,21600,10800
00487,62738.04999999999,27000,21600,10800
00488,48329.74999999999,23400,21600,7200
00489,46975.850000000006,21600,18000,9000
00490,46069.00000000001,23400,19800,9000
00491,86443.69999999998,28800,25200,12600
00492,36821.399999999994,21600,18000,3600
00493,38857.45000000001,21600,16200,5400
00494,66644.95000000001,28800,27000,9000
00495,59412.05000000001,25200,19800,10800
00496,53031.6,28800,27000,7200
00497,44381.40000000001,21600,18000,9000
00498,46194.850000000006,23400,21600,5400
00499,30794.350000000006,19800,16200,3600
00500,67997.8,23400,21600,10800
00501,52823.00000000001,23400,21600,7200
00502,58700.3,28800,23400,10800
00503,57035.50000000001,21600,19800,12600
00504,37471.35,21600,18000,5400
00505,66558.79999999999,19800,18000,12600
00506,54607.15,25200,25200,7200
00507,43625.45,28800,23400,5400
00508,78412.79999999997,28800,23400,9000
00509,36738.75000000001,23400,19800,5400
00510,58342.7,18000,16200,9000
00511,53296.25,25200,19800,10800
00512,42751.59999999999,19800,16200,3600
00513,54751.74999999999,21600,18000,10800
00514,40119.05,25200,18000,7200
00515,27514.799999999996,23400,16200,3600
00516,49211.649999999994,25200,19800,5400
00517,45757.600000000006,23400,21600,9000
00518,45975.79999999999,18000,16200,5400
00519,27860.199999999997,18000,14400,3600
00520,55559.00000000001,25200,23400,9000
00521,46920.8,19800,14400,5400
00522,71492.19999999998,28800,27000,10800
00523,39270.1,18000,16200,9000
00524,40878.95000000001,25200,21600,5400
00525,47732.15,23400,18000,9000
00526,44232,21600,19800,5400
00527,45256.649999999994,21600,14400,5400
00528,52823.55,21600,18000,7200
00529,69640.00000000001,28800,25200,10800
00530,44165.899999999994,25200,18000,5400
00531,69493.49999999999,25200,21600,9000
00532,45955.5,25200,19800,7200
00533,49770.20000000001,21600,19800,9000
00534,56940.29999999999,30600,27000,7200
00535,64060.45,32400,23400,5400
00536,34075.2,25200,19800,5400
00537,33083.85,23400,16200,5400
00538,44292.29999999999,25200,21600,7200
00539,32617.449999999997,19800,18000,5400
00540,41930.25,23400,19800,5400
00541,47056.54999999999,25200,18000,9000
00542,69197.6,25200,21600,12600
00543,75677.6,23400,23400,10800
00544,40310.499999999985,28800,18000,7200
00545,37416.25,27000,23400,3600
00546,40593.94999999999,25200,19800,3600
00547,34927.05000000001,25200,18000,3600
00548,36156.450000000004,21600,16200,7200
00549,31757.699999999997,21600,12600,3600
00550,47758.89999999999,23400,18000,9000
00551,58758.05,21600,21600,9000
00552,49227.99999999999,25200,23400,7200
00553,43234.45,25200,19800,7200
00554,48045.5,25200,19800,5400
00555,50340.05000000001,27000,21600,7200
00556,63442.5,25200,25200,7200
00557,58319.39999999999,25200,21600,9000
00558,32937.25000000001,21600,18000,5400
00559,60989.94999999999,28800,23400,7200
00560,45320.15,28800,27000,5400
00561,54765.95000000001,25200,19800,9000
00562,47155.8,25200,25200,5400
00563,33108.049999999996,19800,14400,5400
00564,71658.94999999998,28800,25200,9000
00565,56424.7,25200,25200,9000
00566,49620.35,27000,21600,7200
00567,46006.85,23400,21600,7200
00568,45704.599999999984,19800,18000,7200
00569,55586.14999999999,25200,21600,5400
00570,39396.50000000001,23400,18000,5400
00571,62186.35,27000,19800,7200
00572,40346.95000000001,19800,19800,5400
00573,61976.15,25200,25200,9000
00574,51589.100000000006,27000,21600,7200
00575,58003.05000000001,21600,19800,10800
00576,39772.9,23400,19800,5400
00577,55815.59999999999,25200,16200,10800
00578,53920.95,21600,19800,7200
00579,52214.25000000001,30600,27000,5400
00580,73151.65000000002,27000,27000,12600
00581,44107.70000000001,23400,19800,9000
00582,57694.54999999999,19800,16200,10800
00583,50021.9,23400,19800,9000
00584,43409.29999999999,23400,19800,7200
00585,54159.79999999999,28800,25200,5400
00586,43176.8,18000,12600,7200
00587,73900.24999999999,25200,23400,9000
00588,54562.9,27000,23400,9000
00589,62130.399999999994,25200,25200,9000
00590,49114.9,25200,21600,7200
00591,40077.34999999999,21600,18000,5400
00592,57642.75,28800,23400,7200
00593,39871.65,23400,18000,5400
00594,40048.7,19800,18000,7200
00595,64301.34999999999,27000,21600,10800
00596,53487.85,23400,19800,9000
00597,50969.350000000006,21600,18000,7200
00598,55242.749999999985,19800,14400,7200
00599,61137.75,23400,21600,10800
00600,65188.899999999994,21600,18000,12600
00601,48379.85000000001,25200,23400,5400
00602,56167.399999999994,21600,21600,9000
00603,51316.5,21600,18000,7200
00604,67236.5,21600,21600,10800
00605,33389.4,18000,16200,7200
00606,63527.20000000001,23400,19800,10800
00607,51158,21600,14400,10800
00608,64014.95,23400,23400,9000
00609,50664.15,25200,19800,9000
00610,49170,21600,18000,10800
00611,57180.6,27000,25200,7200
00612,55570.649999999994,27000,25200,5400
00613,52174.50000000001,23400,19800,10800
00614,45313.05,18000,16200,7200
00615,35253.39999999999,21600,19800,3600
00616,40053.29999999999,27000,18000,7200
00617,51251.25,23400,19800,10800
00618,48057.14999999999,21600,18000,5400
00619,47352.55,19800,16200,10800
00620,68449.75,28800,19800,10800
00621,69461.4,25200,23400,10800
00622,33012.05,23400,18000,3600
00623,42447.95000000001,25200,19800,7200
00624,56155.29999999999,23400,21600,10800
00625,55533.850000000006,23400,19800,9000
00626,50510.55,21600,19800,9000
00627,48199.99999999999,25200,18000,9000
00628,56785.95,25200,21600,9000
00629,41375.35,23400,16200,9000
00630,58618.04999999999,19800,18000,9000
00631,56877.15,23400,18000,9000
00632,40790.05,19800,16200,7200
00633,37072.9,21600,19800,5400
00634,38400.30000000001,23400,19800,5400
00635,42480.6,25200,23400,5400
00636,61004.3,25200,18000,9000
00637,49991.45000000001,28800,21600,7200
00638,39426.49999999999,21600,18000,5400
00639,57398.95000000001,27000,19800,7200
00640,44584.75,27000,21600,5400
00641,68141.05,23400,21600,9000
00642,32965.3,21600,12600,5400
00643,38384.6,19800,12600,9000
00644,32108.000000000004,19800,16200,3600
00645,51067.05,27000,21600,7200
00646,63120.54999999999,27000,21600,9000
00647,38648.55,25200,14400,7200
00648,66530.25,23400,21600,9000
00649,42642.20000000001,19800,16200,5400
00650,50747.4,30600,23400,7200
00651,46854.100000000006,21600,19800,9000
00652,47822.1,21600,16200,7200
00653,41456.20000000001,23400,18000,7200
00654,43086.15000000001,25200,19800,5400
00655,67196.94999999998,23400,21600,10800
00656,37081.64999999999,21600,18000,5400
00657,39449.95,30600,23400,3600
00658,39003.79999999999,18000,18000,7200
00659,44973.04999999999,25200,25200,7200
00660,39888.4,21600,18000,7200
00661,56320.95000000001,30600,23400,10800
00662,51778.75,23400,18000,9000
00663,50509.000000000015,21600,18000,10800
00664,43768.29999999999,23400,16200,7200
00665,43168.75,25200,18000,7200
00666,48679.100000000006,27000,21600,7200
00667,62068.90000000001,28800,23400,10800
00668,42716.95,28800,19800,5400
00669,55164.05,25200,19800,7200
00670,45856.25,27000,21600,7200
00671,65777.05000000002,25200,23400,7200
00672,86533.09999999998,28800,25200,12600
00673,80077.8,30600,30600,9000
00674,43276.15,23400,18000,7200
00675,30924.249999999996,18000,12600,5400
00676,37126.2,25200,23400,3600
00677,48908.04999999999,25200,19800,3600
00678,52895,19800,16200,9000
00679,32703.750000000004,23400,14400,7200
00680,55220.8,25200,23400,9000
00681,30995.05,23400,14400,5400
00682,42359.85,28800,23400,7200
00683,39958.50000000001,23400,18000,7200
00684,55013.40000000001,23400,21600,10800
00685,67382.70000000001,30600,25200,7200
00686,65205.84999999999,25200,19800,9000
00687,42843.25000000001,25200,18000,7200
00688,39384.44999999999,21600,16200,9000
00689,31137.549999999996,18000,12600,5400
00690,54860.75,27000,19800,7200
00691,53378.44999999998,27000,23400,7200
00692,50369.399999999994,23400,19800,7200
00693,67993.19999999998,25200,19800,10800
00694,58091.70000000001,30600,25200,7200
00695,74005.94999999998,27000,23400,9000
00696,35735.85,27000,19800,3600
00697,45223.79999999999,27000,18000,9000
00698,30325.000000000007,18000,16200,3600
00699,67345.70000000001,21600,21600,10800
00700,38727.60000000001,23400,19800,5400
00701,54029.79999999999,23400,19800,7200
00702,39485.69999999999,21600,16200,7200
00703,46534.3,25200,19800,7200
00704,49890.899999999994,23400,19800,9000
00705,60922.44999999999,28800,23400,7200
00706,57852.20000000001,27000,23400,9000
00707,54545.3,23400,23400,10800
00708,52262.24999999999,28800,21600,7200
00709,46957.79999999999,19800,12600,9000
00710,47867.15000000001,25200,18000,9000
00711,68259.7,27000,23400,9000
00712,47910.95000000001,19800,16200,9000
00713,53957.84999999999,23400,19800,9000
00714,57729.3,23400,23400,7200
00715,40265.20000000001,23400,18000,5400
00716,62296.90000000001,25200,19800,9000
00717,32138.099999999995,19800,14400,5400
00718,52989.05,28800,27000,7200
00719,41249.399999999994,19800,14400,9000
00720,49840.9,21600,18000,10800
00721,51652.90000000001,25200,21600,3600
00722,37544.899999999994,23400,19800,3600
00723,58289.95000000001,28800,27000,7200
00724,38907.7,23400,16200,5400
00725,69050.55,23400,23400,10800
00726,51224.399999999994,27000,21600,7200
00727,41321.99999999999,23400,18000,9000
00728,41926.55000000001,23400,18000,7200
00729,57511.30000000001,25200,23400,9000
00730,46595.95000000001,25200,19800,7200
00731,37330.85,21600,16200,5400
00732,61911.99999999999,23400,23400,9000
00733,27940.499999999996,19800,16200,3600
00734,54069.7,27000,21600,7200
00735,60314.75,25200,23400,10800
00736,44471.75000000001,19800,19800,7200
00737,37257.85,19800,16200,5400
00738,57340.75,23400,21600,10800
00739,43008.49999999999,19800,18000,9000
00740,63007.99999999999,23400,21600,9000
00741,27810.55,21600,16200,3600
00742,46745.350000000006,25200,19800,9000
00743,38183.49999999999,21600,16200,7200
00744,41639.649999999994,27000,18000,7200
