DateTime,SPN1 Total (W/m2),SPN1 Diff (W/m2),Out Irr (W/m2),Out Ill (Lux),Wind Speed (Km/h),Wind Dir (deg),RH (%),T (deg C),MaxWS (KM/h)
16-Jun-2023 00:31:21,2.186212,1.478119,-0.033335,8.959811,3.333999,153.878806,68.506592,18.570493,5.174346
16-Jun-2023 00:32:21,2.659768,1.476997,-0.022193,-0.000000,3.915129,140.531660,68.107317,18.573915,6.126735
16-Jun-2023 00:33:21,2.657774,1.469894,-0.033335,4.975011,2.268054,141.849214,68.208460,18.593210,3.657153
16-Jun-2023 00:34:21,2.664005,1.422787,-0.122197,6.963418,3.072679,164.105220,68.025782,18.602235,3.905116
16-Jun-2023 00:35:21,2.164279,1.468274,-0.100004,8.959811,2.033761,184.870537,67.875473,18.627133,2.608315
16-Jun-2023 00:36:21,2.169513,1.484973,-0.033335,7.961614,1.249090,192.039561,68.007113,18.631487,3.061046
16-Jun-2023 00:37:21,2.157923,1.474380,-0.000000,2.986604,1.225850,197.257089,68.202547,18.620907,3.259542
16-Jun-2023 00:38:21,2.157175,1.491702,-0.066669,12.936625,0.699465,226.752785,68.378998,18.584185,1.717289
16-Jun-2023 00:39:21,2.137236,1.512638,-0.044387,10.948218,0.863660,223.212658,68.683355,18.546840,2.501242
16-Jun-2023 00:40:21,2.159543,1.496812,-0.066669,4.975011,2.995347,223.808916,68.606797,18.549642,3.962721
16-Jun-2023 00:41:21,1.722498,1.498307,-0.100004,-0.000000,3.362961,231.429647,68.537090,18.574850,3.766730
16-Jun-2023 00:42:21,2.153063,1.484848,-0.122197,5.973207,3.212056,223.559015,68.626092,18.598500,3.664039
16-Jun-2023 00:43:21,2.652166,1.482605,-0.066669,9.950022,1.949830,222.295553,68.774225,18.601613,3.339064
16-Jun-2023 00:44:21,2.158671,1.570462,-0.088863,2.986604,3.524622,234.371368,69.257835,18.579205,4.947676
16-Jun-2023 00:45:21,2.663507,1.483228,-0.100004,6.963418,0.197917,199.445734,70.176198,18.497982,0.198142
16-Jun-2023 00:46:21,2.674099,1.482854,-0.044387,6.963418,0.485538,140.294612,71.265718,18.391240,2.063556
16-Jun-2023 00:47:21,2.166646,1.454815,-0.133249,0.998196,0.527736,263.885268,72.385435,18.279207,3.369743
16-Jun-2023 00:48:21,2.667245,2.398190,-0.033335,4.975011,0.476816,219.647803,72.964582,18.203895,2.092983
16-Jun-2023 00:49:21,2.655780,1.473508,-0.033335,1.988407,0.302226,161.300665,72.970497,18.127340,0.945231
16-Jun-2023 00:50:21,2.159418,1.567347,-0.055528,-1.988407,0.197666,97.154332,72.690102,18.060433,0.198016
16-Jun-2023 00:51:21,2.678586,1.492325,-0.144391,7.961614,0.457276,182.420104,72.941865,18.008460,1.995302
16-Jun-2023 00:52:21,2.674349,1.469520,-0.033335,1.988407,0.341249,140.215303,73.327758,17.979207,1.000332
16-Jun-2023 00:53:21,2.760212,1.567845,-0.077721,4.975011,1.119178,196.786069,74.391137,17.958980,3.370996
16-Jun-2023 00:54:21,2.668741,1.480486,-0.033335,2.986604,1.761230,219.619021,75.300167,17.930970,4.444864
16-Jun-2023 00:55:21,3.135817,1.485970,-0.066669,8.959811,2.543880,258.850603,76.570808,17.855350,4.808667
16-Jun-2023 00:56:21,2.714352,1.671155,-0.000000,0.998196,0.639304,231.917165,77.608360,17.726510,2.478073
16-Jun-2023 00:57:21,3.723151,2.352829,-0.100004,-1.988407,2.376199,256.518166,78.900475,17.656490,3.928280
16-Jun-2023 00:58:21,3.735738,1.474505,-0.066669,8.959811,2.525251,252.864344,79.556490,17.603275,4.688441
16-Jun-2023 00:59:21,3.716671,2.410279,-0.044387,9.950022,4.259625,250.482700,80.300585,17.536677,5.899442
16-Jun-2023 01:00:21,3.149899,1.476997,-0.100004,4.975011,4.801412,257.200098,80.607430,17.485330,6.131122
16-Jun-2023 01:01:21,2.824640,1.438489,-0.088863,3.976814,5.179354,257.719207,80.740315,17.450785,6.432304
16-Jun-2023 01:02:21,3.716048,1.486219,-0.100004,4.975011,3.624487,242.218094,80.787618,17.441137,5.647098
16-Jun-2023 01:03:21,3.489239,1.486468,-0.044387,-0.000000,3.821103,246.629403,80.671537,17.431802,5.559437
16-Jun-2023 01:04:21,2.675096,1.490954,-0.066669,1.988407,4.772609,236.353129,80.398612,17.460745,5.500573
16-Jun-2023 01:05:21,3.115877,1.446340,-0.111056,2.986604,3.229065,236.344224,80.013655,17.531075,3.742314
16-Jun-2023 01:06:21,2.652914,1.468897,-0.055528,9.950022,2.108717,241.943447,79.819767,17.564062,3.478697
16-Jun-2023 01:07:21,2.194063,2.291640,-0.022193,7.961614,2.617360,225.468603,79.644248,17.585225,4.410428
16-Jun-2023 01:08:21,3.155880,1.506532,-0.066669,6.963418,3.318084,236.411433,79.277030,17.597985,4.409799
16-Jun-2023 01:09:21,2.690549,1.485347,-0.088863,1.988407,3.933813,231.497328,79.064790,17.620703,4.721630
16-Jun-2023 01:10:21,2.202163,1.485222,-0.066669,1.988407,2.737363,223.870590,78.898607,17.640620,4.240111
16-Jun-2023 01:11:21,2.167768,1.416058,-0.077721,5.973207,3.590884,228.267465,78.593628,17.645910,4.297716
16-Jun-2023 01:12:21,2.163780,1.480237,-0.022193,4.975011,3.160132,231.757352,78.536055,17.661158,4.138672
16-Jun-2023 01:13:21,2.190947,1.456684,-0.088863,2.986604,4.668196,237.133575,78.046222,17.673918,6.163053
16-Jun-2023 01:14:21,2.155804,1.475751,-0.100004,2.986604,3.948472,235.247703,77.813442,17.702237,5.612032
16-Jun-2023 01:15:21,2.647929,1.467775,-0.111056,0.998196,4.143367,240.014268,77.518735,17.735535,5.821796
16-Jun-2023 01:16:21,2.281297,1.559620,-0.000000,2.986604,3.121573,236.761725,77.395810,17.769145,4.208174
16-Jun-2023 01:17:21,2.159668,1.470392,-0.100004,7.961614,4.321199,218.060652,77.217797,17.788440,5.144291
16-Jun-2023 01:18:21,2.185339,1.469271,-0.055528,9.950022,3.792978,225.657200,77.290312,17.811158,4.539416
16-Jun-2023 01:19:21,2.654409,1.404717,-0.088863,-0.000000,3.214296,239.966179,77.279732,17.821118,4.227586
16-Jun-2023 01:20:21,2.164652,1.454067,-0.111056,2.986604,3.582430,233.377574,77.162402,17.822050,4.490573
16-Jun-2023 01:21:21,2.197303,1.465657,-0.111056,0.998196,2.896362,233.563919,77.133460,17.826408,3.993400
16-Jun-2023 01:22:21,2.173999,1.460298,-0.066669,2.986604,1.761131,240.430174,77.084603,17.835742,3.476192
16-Jun-2023 01:23:21,2.688181,1.464286,-0.088863,1.988407,3.622973,235.008396,76.962923,17.835742,4.734779
16-Jun-2023 01:24:21,2.165400,1.534198,-0.044387,3.976814,2.772171,236.692547,76.684085,17.859395,4.015946
16-Jun-2023 01:25:21,2.167145,1.465532,-0.066669,4.975011,2.588600,249.539529,76.463752,17.879313,4.021579
16-Jun-2023 01:26:21,2.164403,1.453444,-0.044387,4.975011,1.256303,272.043288,76.483047,17.883980,2.968999
16-Jun-2023 01:27:21,2.172379,1.485471,-0.022193,2.986604,2.243248,255.050172,76.474645,17.888337,3.591408
16-Jun-2023 01:28:21,2.141224,1.466529,-0.077721,3.976814,1.992545,275.302109,76.495495,17.887715,4.038486
16-Jun-2023 01:29:21,1.709912,1.463289,-0.033335,9.950022,0.383264,194.309019,76.363545,17.888960,1.158124
16-Jun-2023 01:30:21,2.169886,1.445219,-0.033335,4.975011,3.163371,266.973576,76.193940,17.883358,5.298949
16-Jun-2023 01:31:21,2.646309,1.475377,-0.055528,5.973207,3.030723,245.745378,76.243733,17.893315,5.174346
16-Jun-2023 01:32:21,1.903945,1.471763,-0.044387,5.973207,3.644835,259.511913,76.127655,17.888025,5.868134
16-Jun-2023 01:33:21,1.692590,1.471140,-0.122197,5.973207,4.521739,253.547491,75.799335,17.892692,6.352782
16-Jun-2023 01:34:21,2.161038,1.457432,-0.055528,8.959811,3.316410,258.836350,75.705975,17.902340,5.844965
16-Jun-2023 01:35:21,2.641823,1.486717,-0.055528,6.963418,3.587018,233.539458,75.746742,17.907630,6.132374
16-Jun-2023 01:36:21,2.161786,1.454690,-0.044387,11.938429,4.832878,247.841782,75.261578,17.925993,5.933878
16-Jun-2023 01:37:21,1.738574,1.473383,-0.044387,5.973207,4.777149,243.726490,75.043735,17.963957,5.938888
16-Jun-2023 01:38:21,2.193938,1.405340,-0.055528,0.998196,4.704567,242.383534,75.251930,17.978275,5.409155
16-Jun-2023 01:39:21,2.670610,1.472635,0.011141,7.961614,4.092229,229.763212,75.072367,17.992900,5.248229
16-Jun-2023 01:40:21,1.695581,1.441480,-0.077721,3.976814,3.661220,244.888067,75.040000,18.012505,4.988999
16-Jun-2023 01:41:21,2.160540,1.473009,0.011141,9.950022,4.312381,240.266697,75.132428,18.016552,4.949552
16-Jun-2023 01:42:21,2.659893,1.485596,-0.100004,12.936625,4.104963,248.688780,75.204628,18.003483,5.331509
16-Jun-2023 01:43:21,2.664005,1.554012,-0.044387,-0.998196,2.881588,258.234006,75.583983,17.976095,4.092963
16-Jun-2023 01:44:21,2.471841,1.474754,-0.077721,5.973207,0.452506,229.990529,75.747052,17.942175,1.736071
16-Jun-2023 01:45:21,2.676093,1.480486,-0.044387,4.975011,0.197865,185.294158,75.816452,17.914165,0.198204
16-Jun-2023 01:46:21,2.178485,1.432881,-0.011141,7.961614,0.197676,92.938188,76.080663,17.893005,0.198330
16-Jun-2023 01:47:21,2.159543,1.471638,-0.077721,10.948218,0.494383,206.234371,76.098713,17.870910,1.872575
16-Jun-2023 01:48:21,2.685814,1.476623,-0.066669,5.973207,2.816605,186.844265,76.009085,17.846635,5.465508
16-Jun-2023 01:49:21,2.157923,1.410574,-0.066669,5.973207,1.562073,198.654881,75.932843,17.855973,3.500614
16-Jun-2023 01:50:21,2.641200,1.478866,-0.088863,13.934821,0.289117,204.260947,75.842593,17.855973,1.304019
16-Jun-2023 01:51:21,2.244409,1.484100,-0.088863,6.963418,0.533163,163.645187,75.870290,17.850992,1.744215
16-Jun-2023 01:52:21,2.659269,1.473881,-0.055528,8.959811,2.105067,255.180751,75.885537,17.822363,4.565714
16-Jun-2023 01:53:21,2.663008,1.470766,-0.044387,0.998196,1.940336,266.450065,76.063857,17.787818,6.310830
16-Jun-2023 01:54:21,2.691172,1.476374,-0.066669,4.975011,0.570326,155.029901,76.193630,17.755142,3.019718
16-Jun-2023 01:55:21,2.171756,1.477620,-0.033335,-0.000000,2.124870,238.266577,76.434500,17.725265,7.276373
16-Jun-2023 01:56:21,2.674224,1.462666,-0.055528,5.973207,0.741513,187.959901,76.493317,17.694145,3.510005
16-Jun-2023 01:57:21,2.158048,1.457930,0.011141,4.975011,1.137813,169.711763,76.787715,17.674852,3.243888
16-Jun-2023 01:58:21,2.147455,1.448459,-0.033335,9.950022,1.412373,224.034830,76.930868,17.660848,6.060991
16-Jun-2023 01:59:21,2.674473,1.478991,-0.011141,4.975011,2.591086,214.857329,77.031075,17.646220,5.296444
16-Jun-2023 02:00:21,2.690549,1.482356,-0.077721,4.975011,1.008411,154.712703,77.073400,17.641243,5.073531
16-Jun-2023 02:01:21,2.146458,1.414313,-0.011141,2.986604,3.058600,236.526552,76.981283,17.637195,6.632676
16-Jun-2023 02:02:21,2.641573,1.471638,-0.000000,3.976814,2.006390,186.461253,77.227132,17.632840,7.074748
16-Jun-2023 02:03:21,2.188829,1.455313,-0.055528,-1.988407,2.684510,249.078532,77.305250,17.626615,4.399155
16-Jun-2023 02:04:21,2.163157,1.413815,-0.100004,4.975011,3.660667,259.965124,77.366558,17.611987,7.851816
16-Jun-2023 02:05:21,1.777581,1.466653,-0.000000,9.950022,4.760499,258.024512,77.471120,17.602340,6.826786
16-Jun-2023 02:06:21,2.672853,1.464784,-0.055528,1.988407,2.762411,254.906290,77.557635,17.592695,4.756695
16-Jun-2023 02:07:21,2.671233,1.424532,-0.044387,0.998196,3.017338,252.583974,77.595602,17.584293,5.445473
16-Jun-2023 02:08:21,2.174248,1.465657,-0.055528,5.973207,2.543100,243.089651,77.703590,17.577755,4.496212
16-Jun-2023 02:09:21,2.655780,1.462043,-0.055528,4.975011,0.651630,221.666499,77.876930,17.564998,1.601449
16-Jun-2023 02:10:21,3.135817,1.487590,-0.011141,8.959811,0.745465,251.383886,77.962510,17.536677,1.765503
16-Jun-2023 02:11:21,2.657276,1.461419,-0.000000,-0.000000,3.096626,262.907219,78.028795,17.520805,6.519341
16-Jun-2023 02:12:21,2.630108,1.452571,-0.055528,0.998196,1.365287,240.564602,78.071120,17.524230,4.240734
16-Jun-2023 02:13:21,2.692045,1.420419,-0.033335,7.961614,0.371177,123.803745,78.271535,17.513025,1.937696
16-Jun-2023 02:14:21,2.170759,1.472760,-0.066669,7.961614,4.420810,254.586931,78.058983,17.517383,6.948260
16-Jun-2023 02:15:21,2.935552,1.456435,-0.066669,5.973207,3.923059,232.861559,77.812200,17.550060,5.967067
16-Jun-2023 02:16:21,2.162659,1.440857,-0.055528,5.973207,0.573540,177.649410,77.696433,17.583357,2.798687
16-Jun-2023 02:17:21,2.145212,1.470641,-0.044387,8.959811,1.058860,207.442553,77.838962,17.587715,3.786771
16-Jun-2023 02:18:21,2.631604,1.449705,-0.055528,5.973207,3.648696,203.017095,77.514690,17.601097,10.672676
16-Jun-2023 02:19:21,2.156054,1.453195,-0.033335,7.961614,0.631056,226.796675,77.599960,17.611677,2.182525
16-Jun-2023 02:20:21,2.647057,1.471638,-0.066669,7.961614,4.012439,230.106201,77.617385,17.616658,8.478602
16-Jun-2023 02:21:21,1.682122,1.557502,-0.066669,1.988407,5.352900,247.648880,77.299337,17.610743,10.126660
16-Jun-2023 02:22:21,2.668990,1.468897,-0.100004,5.973207,2.306537,240.664714,77.278487,17.628793,7.317696
16-Jun-2023 02:23:21,2.180105,1.456684,-0.011141,6.963418,1.690788,176.515396,77.010225,17.650890,7.413501
16-Jun-2023 02:24:21,2.671731,1.397988,-0.044387,8.959811,1.870760,219.594568,76.972258,17.653067,8.629507
16-Jun-2023 02:25:21,2.662634,1.465158,-0.077721,-0.000000,0.730958,148.578621,76.971635,17.660848,3.863788
16-Jun-2023 02:26:21,2.662634,1.460173,-0.022193,5.973207,1.336189,228.584203,76.903792,17.660225,3.791781
16-Jun-2023 02:27:21,2.144962,1.462167,-0.022193,0.998196,1.759867,232.844513,76.820702,17.660225,6.967671
16-Jun-2023 02:28:21,2.386725,1.451824,-0.077721,10.948218,5.434040,250.938260,76.654832,17.654313,10.297606
16-Jun-2023 02:29:21,2.137361,1.536815,-0.066669,6.963418,1.631758,204.705637,76.623090,17.659293,5.581977
16-Jun-2023 02:30:21,2.668616,1.466903,-0.011141,7.961614,1.045519,187.046441,76.693732,17.655867,3.860030
16-Jun-2023 02:31:21,1.716891,1.477495,-0.088863,5.973207,0.547205,137.504649,76.769043,17.662715,1.771766
16-Jun-2023 02:32:21,2.669114,1.419547,-0.055528,2.986604,4.094028,240.982487,76.657632,17.652445,7.998964
16-Jun-2023 02:33:21,2.168640,1.476872,-0.000000,6.963418,1.623870,197.695880,76.652342,17.651200,8.134839
16-Jun-2023 02:34:21,1.713650,1.469021,-0.122197,-0.000000,1.553706,98.565904,76.844043,17.646220,3.644004
16-Jun-2023 02:35:21,2.654160,1.471015,-0.055528,7.961614,2.874473,158.260792,77.012715,17.632218,8.052812
16-Jun-2023 02:36:21,2.673850,1.475502,-0.055528,8.959811,3.080036,189.510951,76.872050,17.612922,7.037802
16-Jun-2023 02:37:21,2.158048,1.556380,-0.100004,6.963418,1.946803,150.453245,77.045390,17.610432,3.808058
16-Jun-2023 02:38:21,2.628987,1.460796,-0.044387,1.988407,1.062282,177.787870,77.119457,17.600785,2.647138
16-Jun-2023 02:39:21,2.659394,1.459176,-0.011141,5.973207,1.780098,215.717270,77.166138,17.588025,5.778592
16-Jun-2023 02:40:21,2.165026,1.478243,-0.122197,4.975011,0.348698,206.269816,77.300270,17.575268,1.168144
16-Jun-2023 02:41:21,2.273197,1.465781,-0.033335,3.976814,1.371530,143.573130,77.180453,17.547570,3.411700
16-Jun-2023 02:42:21,2.673227,1.463787,-0.066669,0.998196,1.516781,134.144221,77.064375,17.536055,3.514386
16-Jun-2023 02:43:21,2.630981,1.478742,-0.055528,1.988407,2.310478,140.592877,76.624955,17.538855,4.675921
16-Jun-2023 02:44:21,2.650920,1.438863,-0.044387,8.959811,2.130322,149.549834,76.425475,17.551927,5.011544
16-Jun-2023 02:45:21,2.679209,1.450204,-0.022193,11.938429,2.001477,118.463337,75.976410,17.569043,4.734155
16-Jun-2023 02:46:21,2.656902,1.397614,-0.055528,2.986604,3.555964,174.049020,75.471328,17.588025,11.328265
16-Jun-2023 02:47:21,2.674224,1.459924,-0.155532,6.963418,1.862243,202.883047,75.340935,17.592073,4.031600
16-Jun-2023 02:48:21,2.143716,1.472137,-0.000000,10.948218,2.136728,190.955239,75.268425,17.614478,4.786751
16-Jun-2023 02:49:21,2.174124,1.470143,-0.088863,3.976814,2.539634,183.967219,75.056495,17.622880,10.613189
16-Jun-2023 02:50:21,2.642944,1.455438,-0.044387,-0.000000,2.903582,100.931334,74.807532,17.644043,10.545563
16-Jun-2023 02:51:21,2.157175,1.519991,-0.055528,-3.976814,2.846234,120.416885,74.850790,17.655867,5.354054
16-Jun-2023 02:52:21,2.147580,1.477246,0.011141,6.963418,3.198820,180.184365,74.734713,17.658047,9.485473
16-Jun-2023 02:53:21,2.143467,1.454067,0.033335,9.950022,1.847566,132.607159,74.678072,17.655245,5.084175
16-Jun-2023 02:54:21,2.648926,1.527343,-0.033335,8.959811,3.024478,247.222203,74.779213,17.682320,8.096016
16-Jun-2023 02:55:21,2.141224,1.447462,-0.055528,8.959811,2.913683,168.229812,74.742803,17.688545,5.974577
16-Jun-2023 02:56:21,2.679209,1.472137,-0.055528,3.976814,2.311738,159.324508,74.897160,17.679830,8.288873
16-Jun-2023 02:57:21,2.154434,1.395994,-0.033335,10.948218,2.043366,172.095471,74.834608,17.668315,7.833657
16-Jun-2023 02:58:21,2.157051,1.469271,-0.055528,6.963418,2.233873,164.890834,74.696745,17.656180,8.658939
16-Jun-2023 02:59:21,2.659145,1.460547,-0.100004,9.950022,2.869386,176.187233,74.845810,17.663337,8.017746
16-Jun-2023 03:00:21,2.152315,1.456185,-0.111056,6.963418,1.697894,226.423135,74.959710,17.651510,4.692827
16-Jun-2023 03:01:21,2.612537,1.468024,-0.133249,9.950022,0.600018,172.271800,74.999233,17.647155,2.751725
16-Jun-2023 03:02:21,2.657276,1.528964,-0.011141,13.934821,1.165017,154.834461,75.129940,17.630350,5.091690
16-Jun-2023 03:03:21,2.642072,1.463663,-0.100004,5.973207,1.727732,153.686669,75.231702,17.620390,4.954562
16-Jun-2023 03:04:21,2.647431,1.450204,-0.033335,0.998196,1.388443,128.530309,75.281805,17.603898,4.546303
16-Jun-2023 03:05:21,2.666622,1.438365,-0.122197,7.961614,0.816076,157.384742,75.279627,17.589892,1.911398
16-Jun-2023 03:06:21,2.658771,1.452447,-0.100004,3.976814,1.202098,144.497175,75.264690,17.585225,3.128672
16-Jun-2023 03:07:21,2.668491,1.473134,-0.044387,9.950022,2.191526,178.067949,75.263133,17.575268,4.303355
16-Jun-2023 03:08:21,2.654285,1.419173,-0.011141,5.973207,1.329433,121.365393,75.362408,17.576200,4.950805
16-Jun-2023 03:09:21,1.675766,1.482356,-0.122197,12.936625,1.720725,129.377196,75.316973,17.569043,3.292726
16-Jun-2023 03:10:21,2.654534,1.453693,-0.111056,3.976814,1.942311,182.320369,75.394460,17.554415,3.932037
16-Jun-2023 03:11:21,2.167020,1.467152,-0.033335,0.998196,0.835856,242.900603,75.513030,17.540413,2.563858
16-Jun-2023 03:12:21,2.631853,1.466529,-0.100004,3.976814,1.153994,142.833165,75.553175,17.515205,4.077309
16-Jun-2023 03:13:21,2.658522,1.543419,-0.088863,6.963418,1.858758,171.708442,75.698195,17.486885,5.079794
16-Jun-2023 03:14:21,2.624127,1.453693,-0.077721,0.998196,0.707118,182.739273,75.677967,17.460433,2.840639
16-Jun-2023 03:15:21,2.141847,1.449954,-0.044387,2.986604,1.486204,178.971569,75.763858,17.457943,5.091690
16-Jun-2023 03:16:21,2.614531,1.482231,-0.066669,6.963418,0.714916,141.187398,75.968317,17.443940,1.946464
16-Jun-2023 03:17:21,2.626993,1.470517,-0.077721,4.975011,0.477404,176.533401,76.055145,17.434915,1.562626
16-Jun-2023 03:18:21,2.686437,1.449456,-0.100004,8.959811,0.644470,93.284355,76.182115,17.419355,1.729809
16-Jun-2023 03:19:21,2.132874,1.451699,-0.088863,4.975011,2.368262,185.854877,76.369147,17.400683,7.779804
16-Jun-2023 03:20:21,2.661762,1.459301,-0.066669,-3.976814,2.348042,171.252316,76.348608,17.377342,8.203717
16-Jun-2023 03:21:21,2.637336,1.464161,-0.077721,3.976814,0.734788,178.215977,76.437613,17.358670,3.202560
16-Jun-2023 03:22:21,2.653163,1.454565,-0.044387,-0.000000,2.975822,187.327649,76.566138,17.344665,9.291987
16-Jun-2023 03:23:21,2.140102,1.459176,-0.066669,5.973207,1.971880,190.788845,76.618420,17.336885,8.568144
16-Jun-2023 03:24:21,2.628239,1.516377,-0.111056,4.975011,3.968546,245.586502,76.537198,17.325060,12.772198
16-Jun-2023 03:25:21,2.682075,1.460921,-0.066669,2.986604,1.569130,240.288655,76.549335,17.319770,3.924527
16-Jun-2023 03:26:21,2.642570,1.475252,-0.111056,6.963418,3.070730,161.570981,76.627757,17.299230,11.729638
16-Jun-2023 03:27:21,2.657400,1.526347,-0.011141,4.975011,2.560451,230.620635,76.596015,17.267797,9.601313
16-Jun-2023 03:28:21,2.654534,1.439611,-0.100004,8.959811,1.316220,158.474049,76.544978,17.254728,4.742918
16-Jun-2023 03:29:21,2.660017,1.450079,-0.100004,5.973207,1.691899,149.894300,76.550578,17.241968,4.289577
16-Jun-2023 03:30:21,2.669364,1.539307,-0.122197,7.961614,1.658198,165.374785,76.507632,17.227342,6.095428
16-Jun-2023 03:31:21,2.151318,1.438988,-0.044387,3.976814,1.483947,119.199801,76.643005,17.214272,3.707248
16-Jun-2023 03:32:21,2.664379,1.439112,-0.033335,9.950022,1.468221,151.699195,76.912508,17.199335,3.603929
16-Jun-2023 03:33:21,2.137735,1.497809,-0.077721,12.936625,2.191131,135.477525,77.017692,17.177860,6.905055
16-Jun-2023 03:34:21,2.649424,1.440857,-0.000000,7.961614,1.303058,110.899219,77.103585,17.157632,3.855020
16-Jun-2023 03:35:21,2.665874,1.461295,-0.088863,0.998196,1.077600,133.225799,77.284710,17.145185,3.181896
16-Jun-2023 03:36:21,2.663756,1.510520,-0.033335,4.975011,1.892953,190.491706,77.254212,17.122155,4.518129
16-Jun-2023 03:37:21,2.645686,1.456933,-0.111056,5.973207,1.002741,86.384739,77.355353,17.105973,3.031620
16-Jun-2023 03:38:21,2.881218,1.452696,-0.000000,3.976814,1.121447,179.315303,77.515935,17.084813,5.875020
16-Jun-2023 03:39:21,2.160665,1.468149,-0.033335,-0.000000,3.167448,224.977743,77.487925,17.078275,8.853672
16-Jun-2023 03:40:21,2.685315,1.455313,-0.066669,5.973207,1.386739,149.475026,77.652863,17.069250,6.454220
16-Jun-2023 03:41:21,2.528169,1.442726,-0.044387,6.963418,1.100533,124.233705,77.770810,17.058670,4.543174
16-Jun-2023 03:42:21,2.149823,1.526471,-0.044387,3.976814,2.446666,205.191934,77.829315,17.057738,5.575714
16-Jun-2023 03:43:21,2.184966,1.464410,-0.077721,8.959811,1.178908,179.876215,77.913340,17.038442,4.269542
16-Jun-2023 03:44:21,2.680081,1.454565,-0.011141,5.973207,1.453979,139.524579,77.705457,17.024750,5.891298
16-Jun-2023 03:45:21,2.660890,1.445717,-0.044387,3.976814,2.044511,226.321804,77.659087,17.021948,4.303355
