site,Id,Datetime,MEDI
Costa Rica,UCR_S001,2025-06-20T12:00:00Z,1.0074166666666666
Costa Rica,UCR_S001,2025-06-20T13:00:00Z,64.7118888888889
Costa Rica,UCR_S001,2025-06-20T14:00:00Z,900.6449166666666
Costa Rica,UCR_S001,2025-06-20T15:00:00Z,524.0929166666666
Costa Rica,UCR_S001,2025-06-20T16:00:00Z,289.04847222222224
Costa Rica,UCR_S001,2025-06-20T17:00:00Z,205.34275
Costa Rica,UCR_S001,2025-06-20T18:00:00Z,271.0950555555556
Costa Rica,UCR_S001,2025-06-20T19:00:00Z,2280.360388888889
Costa Rica,UCR_S001,2025-06-20T20:00:00Z,577.1616944444444
Costa Rica,UCR_S001,2025-06-20T21:00:00Z,3194.9304722222223
Costa Rica,UCR_S001,2025-06-20T22:00:00Z,720.1675833333333
Costa Rica,UCR_S001,2025-06-20T23:00:00Z,39.49486111111111
Costa Rica,UCR_S001,2025-06-21T00:00:00Z,24.478055555555557
Costa Rica,UCR_S001,2025-06-21T01:00:00Z,51.37602777777778
Costa Rica,UCR_S001,2025-06-21T02:00:00Z,8.97386111111111
Costa Rica,UCR_S001,2025-06-21T03:00:00Z,7.417166666666665
Costa Rica,UCR_S001,2025-06-21T04:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T05:00:00Z,12.999111111111109
Costa Rica,UCR_S001,2025-06-21T06:00:00Z,35.663916666666665
Costa Rica,UCR_S001,2025-06-21T07:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T08:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T09:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T10:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T11:00:00Z,0
Costa Rica,UCR_S001,2025-06-21T12:00:00Z,1.1593055555555556
Costa Rica,UCR_S001,2025-06-21T13:00:00Z,4.672805555555556
Costa Rica,UCR_S001,2025-06-21T14:00:00Z,799.4585555555556
Costa Rica,UCR_S001,2025-06-21T15:00:00Z,3456.1326666666664
Costa Rica,UCR_S001,2025-06-21T16:00:00Z,3568.9349166666666
Costa Rica,UCR_S001,2025-06-21T17:00:00Z,7586.079833333333
Costa Rica,UCR_S001,2025-06-21T18:00:00Z,8491.504305555554
Costa Rica,UCR_S001,2025-06-21T19:00:00Z,2605.777
Costa Rica,UCR_S001,2025-06-21T20:00:00Z,2302.1315
Costa Rica,UCR_S001,2025-06-21T21:00:00Z,1380.4977777777779
Costa Rica,UCR_S001,2025-06-21T22:00:00Z,409.0861111111111
Costa Rica,UCR_S001,2025-06-21T23:00:00Z,20.49475
Costa Rica,UCR_S001,2025-06-22T00:00:00Z,41.458222222222226
Costa Rica,UCR_S001,2025-06-22T01:00:00Z,4.230444444444444
Costa Rica,UCR_S001,2025-06-22T02:00:00Z,4.869
Costa Rica,UCR_S001,2025-06-22T03:00:00Z,1.3043888888888888
Costa Rica,UCR_S001,2025-06-22T04:00:00Z,0.3962777777777778
Costa Rica,UCR_S001,2025-06-22T05:00:00Z,0.38125000000000014
Costa Rica,UCR_S001,2025-06-22T06:00:00Z,34.37330555555555
Costa Rica,UCR_S001,2025-06-22T07:00:00Z,0
Costa Rica,UCR_S001,2025-06-22T08:00:00Z,0
Costa Rica,UCR_S001,2025-06-22T09:00:00Z,0
Costa Rica,UCR_S001,2025-06-22T10:00:00Z,0
Costa Rica,UCR_S001,2025-06-22T11:00:00Z,0
Costa Rica,UCR_S001,2025-06-22T12:00:00Z,0.3247499999999999
Costa Rica,UCR_S001,2025-06-22T13:00:00Z,0.9959166666666667
Costa Rica,UCR_S001,2025-06-22T14:00:00Z,53.87769444444444
Costa Rica,UCR_S001,2025-06-22T15:00:00Z,329.3785
Costa Rica,UCR_S002,2025-06-17T16:00:00Z,4634.6026111111105
Costa Rica,UCR_S002,2025-06-17T17:00:00Z,804.4011944444445
Costa Rica,UCR_S002,2025-06-17T18:00:00Z,3323.2991944444443
Costa Rica,UCR_S002,2025-06-17T19:00:00Z,195.45719444444444
Costa Rica,UCR_S002,2025-06-17T20:00:00Z,151.50841666666668
Costa Rica,UCR_S002,2025-06-17T21:00:00Z,259.7188611111111
Costa Rica,UCR_S002,2025-06-17T22:00:00Z,218.0783888888889
Costa Rica,UCR_S002,2025-06-17T23:00:00Z,61.190749999999994
Costa Rica,UCR_S002,2025-06-18T00:00:00Z,2.492416666666667
Costa Rica,UCR_S002,2025-06-18T01:00:00Z,8.044638888888889
Costa Rica,UCR_S002,2025-06-18T02:00:00Z,10.71675
Costa Rica,UCR_S002,2025-06-18T03:00:00Z,0.21902777777777785
Costa Rica,UCR_S002,2025-06-18T04:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T05:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T06:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T07:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T08:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T09:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T10:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T11:00:00Z,0
Costa Rica,UCR_S002,2025-06-18T12:00:00Z,0.6425000000000004
Costa Rica,UCR_S002,2025-06-18T13:00:00Z,24.7715
Costa Rica,UCR_S002,2025-06-18T14:00:00Z,608.6931388888889
Costa Rica,UCR_S002,2025-06-18T15:00:00Z,233.38205555555552
Costa Rica,UCR_S002,2025-06-18T16:00:00Z,177.21144444444442
Costa Rica,UCR_S002,2025-06-18T17:00:00Z,80.44747222222222
Costa Rica,UCR_S002,2025-06-18T18:00:00Z,323.9006388888889
Costa Rica,UCR_S002,2025-06-18T19:00:00Z,65.15830555555556
Costa Rica,UCR_S002,2025-06-18T20:00:00Z,211.13152777777776
Costa Rica,UCR_S002,2025-06-18T21:00:00Z,61.574
Costa Rica,UCR_S002,2025-06-18T22:00:00Z,323.4755
Costa Rica,UCR_S002,2025-06-18T23:00:00Z,41.631138888888884
Costa Rica,UCR_S002,2025-06-19T00:00:00Z,12.018222222222223
Costa Rica,UCR_S002,2025-06-19T01:00:00Z,14.903472222222222
Costa Rica,UCR_S002,2025-06-19T02:00:00Z,15.514194444444444
Costa Rica,UCR_S002,2025-06-19T03:00:00Z,10.0185
Costa Rica,UCR_S002,2025-06-19T04:00:00Z,4.089555555555557
Costa Rica,UCR_S002,2025-06-19T05:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T06:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T07:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T08:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T09:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T10:00:00Z,0
Costa Rica,UCR_S002,2025-06-19T11:00:00Z,0.0046388888888888894
Costa Rica,UCR_S002,2025-06-19T12:00:00Z,363.55061111111104
Costa Rica,UCR_S002,2025-06-19T13:00:00Z,55.78519444444445
Costa Rica,UCR_S002,2025-06-19T14:00:00Z,1199.318611111111
Costa Rica,UCR_S002,2025-06-19T15:00:00Z,170.87608333333336
Costa Rica,UCR_S002,2025-06-19T16:00:00Z,88.07852777777777
Costa Rica,UCR_S002,2025-06-19T17:00:00Z,533.1150555555556
Costa Rica,UCR_S002,2025-06-19T18:00:00Z,56.99766666666666
Costa Rica,UCR_S002,2025-06-19T19:00:00Z,729.4549444444445
Costa Rica,UCR_S002,2025-06-19T20:00:00Z,51.17213888888889
Costa Rica,UCR_S002,2025-06-19T21:00:00Z,49.66683333333334
Costa Rica,UCR_S002,2025-06-19T22:00:00Z,29.42002777777778
Costa Rica,UCR_S002,2025-06-19T23:00:00Z,31.541777777777778
Costa Rica,UCR_S002,2025-06-20T00:00:00Z,15.684027777777777
Costa Rica,UCR_S002,2025-06-20T01:00:00Z,4.2891666666666675
Costa Rica,UCR_S002,2025-06-20T02:00:00Z,11.95111111111111
Costa Rica,UCR_S002,2025-06-20T03:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T04:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T05:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T06:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T07:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T08:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T09:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T10:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T11:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T12:00:00Z,0
Costa Rica,UCR_S002,2025-06-20T13:00:00Z,3.2536944444444447
Costa Rica,UCR_S002,2025-06-20T14:00:00Z,54.64752777777778
Costa Rica,UCR_S002,2025-06-20T15:00:00Z,72.28280555555556
Costa Rica,UCR_S002,2025-06-20T16:00:00Z,149.29222222222222
Costa Rica,UCR_S002,2025-06-20T17:00:00Z,150.12427777777776
Costa Rica,UCR_S002,2025-06-20T18:00:00Z,87.0041111111111
Costa Rica,UCR_S002,2025-06-20T19:00:00Z,886.1397222222222
Costa Rica,UCR_S002,2025-06-20T20:00:00Z,29.447305555555555
Costa Rica,UCR_S002,2025-06-20T21:00:00Z,68.36261111111111
Costa Rica,UCR_S002,2025-06-20T22:00:00Z,131.8789166666667
Costa Rica,UCR_S002,2025-06-20T23:00:00Z,19.46686111111111
Costa Rica,UCR_S002,2025-06-21T00:00:00Z,12.441583333333334
Costa Rica,UCR_S002,2025-06-21T01:00:00Z,11.655111111111111
Costa Rica,UCR_S002,2025-06-21T02:00:00Z,4.221888888888889
Costa Rica,UCR_S002,2025-06-21T03:00:00Z,0.005416666666666667
Costa Rica,UCR_S002,2025-06-21T04:00:00Z,0.07905555555555556
Costa Rica,UCR_S002,2025-06-21T05:00:00Z,0.10266666666666667
Costa Rica,UCR_S002,2025-06-21T06:00:00Z,0.1035
Costa Rica,UCR_S002,2025-06-21T07:00:00Z,0.0026944444444444455
Costa Rica,UCR_S002,2025-06-21T08:00:00Z,0
Costa Rica,UCR_S002,2025-06-21T09:00:00Z,0
Costa Rica,UCR_S002,2025-06-21T10:00:00Z,0
Costa Rica,UCR_S002,2025-06-21T11:00:00Z,0
Costa Rica,UCR_S002,2025-06-21T12:00:00Z,0
Costa Rica,UCR_S002,2025-06-21T13:00:00Z,741.2299444444444
Costa Rica,UCR_S002,2025-06-21T14:00:00Z,1773.8145
Costa Rica,UCR_S002,2025-06-21T15:00:00Z,421.4005555555556
Costa Rica,UCR_S002,2025-06-21T16:00:00Z,70.43477777777777
Costa Rica,UCR_S002,2025-06-21T17:00:00Z,858.0830833333333
Costa Rica,UCR_S002,2025-06-21T18:00:00Z,116.29755555555556
Costa Rica,UCR_S002,2025-06-21T19:00:00Z,34.11980555555556
Costa Rica,UCR_S002,2025-06-21T20:00:00Z,20.79775
Costa Rica,UCR_S002,2025-06-21T21:00:00Z,19.307305555555555
Costa Rica,UCR_S002,2025-06-21T22:00:00Z,16.68911111111111
Costa Rica,UCR_S002,2025-06-21T23:00:00Z,18.32111111111111
Costa Rica,UCR_S002,2025-06-22T00:00:00Z,10.298972222222222
Costa Rica,UCR_S002,2025-06-22T01:00:00Z,6.824694444444445
Costa Rica,UCR_S002,2025-06-22T02:00:00Z,5.258305555555555
Costa Rica,UCR_S002,2025-06-22T03:00:00Z,9.555388888888888
Costa Rica,UCR_S002,2025-06-22T04:00:00Z,8.409833333333333
Costa Rica,UCR_S002,2025-06-22T05:00:00Z,6.539666666666666
Costa Rica,UCR_S002,2025-06-22T06:00:00Z,1.944444444444444e-4
Costa Rica,UCR_S002,2025-06-22T07:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T08:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T09:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T10:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T11:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T12:00:00Z,0
Costa Rica,UCR_S002,2025-06-22T13:00:00Z,0.902027777777778
Costa Rica,UCR_S002,2025-06-22T14:00:00Z,198.09747222222222
Costa Rica,UCR_S002,2025-06-22T15:00:00Z,84.4618611111111
Costa Rica,UCR_S003,2025-06-17T16:00:00Z,367.35227777777766
Costa Rica,UCR_S003,2025-06-17T17:00:00Z,11.992138888888888
Costa Rica,UCR_S003,2025-06-17T18:00:00Z,42.329611111111106
Costa Rica,UCR_S003,2025-06-17T19:00:00Z,46.27613888888889
Costa Rica,UCR_S003,2025-06-17T20:00:00Z,456.8740833333333
Costa Rica,UCR_S003,2025-06-17T21:00:00Z,1385.7642777777778
Costa Rica,UCR_S003,2025-06-17T22:00:00Z,544.5337222222222
Costa Rica,UCR_S003,2025-06-17T23:00:00Z,67.64163888888889
Costa Rica,UCR_S003,2025-06-18T00:00:00Z,18.377555555555556
Costa Rica,UCR_S003,2025-06-18T01:00:00Z,15.284694444444444
Costa Rica,UCR_S003,2025-06-18T02:00:00Z,14.192527777777777
Costa Rica,UCR_S003,2025-06-18T03:00:00Z,9.765222222222222
Costa Rica,UCR_S003,2025-06-18T04:00:00Z,18.08586111111111
Costa Rica,UCR_S003,2025-06-18T05:00:00Z,23.445055555555555
Costa Rica,UCR_S003,2025-06-18T06:00:00Z,45.265972222222224
Costa Rica,UCR_S003,2025-06-18T07:00:00Z,47.61922222222223
Costa Rica,UCR_S003,2025-06-18T08:00:00Z,13.505611111111111
Costa Rica,UCR_S003,2025-06-18T09:00:00Z,0
Costa Rica,UCR_S003,2025-06-18T10:00:00Z,0
Costa Rica,UCR_S003,2025-06-18T11:00:00Z,0
Costa Rica,UCR_S003,2025-06-18T12:00:00Z,0.17755555555555555
Costa Rica,UCR_S003,2025-06-18T13:00:00Z,0.9569166666666667
Costa Rica,UCR_S003,2025-06-18T14:00:00Z,2.3230555555555554
Costa Rica,UCR_S003,2025-06-18T15:00:00Z,3.1831111111111112
Costa Rica,UCR_S003,2025-06-18T16:00:00Z,915.0076944444444
Costa Rica,UCR_S003,2025-06-18T17:00:00Z,47.51405555555556
Costa Rica,UCR_S003,2025-06-18T18:00:00Z,45.78619444444445
Costa Rica,UCR_S003,2025-06-18T19:00:00Z,33.89683333333333
Costa Rica,UCR_S003,2025-06-18T20:00:00Z,42.08230555555556
Costa Rica,UCR_S003,2025-06-18T21:00:00Z,42.01230555555556
Costa Rica,UCR_S003,2025-06-18T22:00:00Z,18.777972222222232
Costa Rica,UCR_S003,2025-06-18T23:00:00Z,26.150888888888897
Costa Rica,UCR_S003,2025-06-19T00:00:00Z,26.036416666666664
Costa Rica,UCR_S003,2025-06-19T01:00:00Z,12.506611111111111
Costa Rica,UCR_S003,2025-06-19T02:00:00Z,23.212222222222223
Costa Rica,UCR_S003,2025-06-19T03:00:00Z,13.938972222222223
Costa Rica,UCR_S003,2025-06-19T04:00:00Z,8.907222222222222
Costa Rica,UCR_S003,2025-06-19T05:00:00Z,6.261
Costa Rica,UCR_S003,2025-06-19T06:00:00Z,7.019638888888889
Costa Rica,UCR_S003,2025-06-19T07:00:00Z,7.076944444444445
Costa Rica,UCR_S003,2025-06-19T08:00:00Z,11.294694444444444
Costa Rica,UCR_S003,2025-06-19T09:00:00Z,41.904777777777774
Costa Rica,UCR_S003,2025-06-19T10:00:00Z,52.78030555555556
Costa Rica,UCR_S003,2025-06-19T11:00:00Z,25.448555555555558
Costa Rica,UCR_S003,2025-06-19T12:00:00Z,2.8012777777777775
Costa Rica,UCR_S003,2025-06-19T13:00:00Z,3.685888888888889
Costa Rica,UCR_S003,2025-06-19T14:00:00Z,2.8724444444444446
Costa Rica,UCR_S003,2025-06-19T15:00:00Z,1016.3319722222221
Costa Rica,UCR_S003,2025-06-19T16:00:00Z,214.20177777777775
Costa Rica,UCR_S003,2025-06-19T17:00:00Z,98.29344444444445
Costa Rica,UCR_S003,2025-06-19T18:00:00Z,468.1624444444444
Costa Rica,UCR_S003,2025-06-19T19:00:00Z,157.40275000000003
Costa Rica,UCR_S003,2025-06-19T20:00:00Z,667.4238333333333
Costa Rica,UCR_S003,2025-06-19T21:00:00Z,217.8851666666667
Costa Rica,UCR_S003,2025-06-19T22:00:00Z,296.8359722222222
Costa Rica,UCR_S003,2025-06-19T23:00:00Z,91.98627777777777
Costa Rica,UCR_S003,2025-06-20T00:00:00Z,113.85813888888889
Costa Rica,UCR_S003,2025-06-20T01:00:00Z,4.941500000000002
Costa Rica,UCR_S003,2025-06-20T02:00:00Z,2.4873055555555554
Costa Rica,UCR_S003,2025-06-20T03:00:00Z,4.152583333333333
Costa Rica,UCR_S003,2025-06-20T04:00:00Z,27.157111111111107
Costa Rica,UCR_S003,2025-06-20T05:00:00Z,7.445888888888889
Costa Rica,UCR_S003,2025-06-20T06:00:00Z,16.662277777777778
Costa Rica,UCR_S003,2025-06-20T07:00:00Z,5.986583333333336
Costa Rica,UCR_S003,2025-06-20T08:00:00Z,0
Costa Rica,UCR_S003,2025-06-20T09:00:00Z,0
Costa Rica,UCR_S003,2025-06-20T10:00:00Z,0
Costa Rica,UCR_S003,2025-06-20T11:00:00Z,0
Costa Rica,UCR_S003,2025-06-20T12:00:00Z,1.1914722222222223
Costa Rica,UCR_S003,2025-06-20T13:00:00Z,0.9629722222222222
Costa Rica,UCR_S003,2025-06-20T14:00:00Z,0.7355555555555555
Costa Rica,UCR_S003,2025-06-20T15:00:00Z,0.9061388888888888
Costa Rica,UCR_S003,2025-06-20T16:00:00Z,0.6071944444444445
Costa Rica,UCR_S003,2025-06-20T17:00:00Z,2.170916666666667
Costa Rica,UCR_S003,2025-06-20T18:00:00Z,106.48227777777777
Costa Rica,UCR_S003,2025-06-20T19:00:00Z,805.3110555555555
Costa Rica,UCR_S003,2025-06-20T20:00:00Z,70.80122222222222
Costa Rica,UCR_S003,2025-06-20T21:00:00Z,64.77038888888889
Costa Rica,UCR_S003,2025-06-20T22:00:00Z,57.86925
Costa Rica,UCR_S003,2025-06-20T23:00:00Z,28.24102777777779
Costa Rica,UCR_S003,2025-06-21T00:00:00Z,40.16641666666667
Costa Rica,UCR_S003,2025-06-21T01:00:00Z,8.362
Costa Rica,UCR_S003,2025-06-21T02:00:00Z,17.498583333333332
Costa Rica,UCR_S003,2025-06-21T03:00:00Z,6.35102777777778
Costa Rica,UCR_S003,2025-06-21T04:00:00Z,0
Costa Rica,UCR_S003,2025-06-21T05:00:00Z,0
Costa Rica,UCR_S003,2025-06-21T06:00:00Z,0
Costa Rica,UCR_S003,2025-06-21T07:00:00Z,0
Costa Rica,UCR_S003,2025-06-21T08:00:00Z,15.20972222222222
Costa Rica,UCR_S003,2025-06-21T09:00:00Z,0.17569444444444446
Costa Rica,UCR_S003,2025-06-21T10:00:00Z,0
Costa Rica,UCR_S003,2025-06-21T11:00:00Z,0.02655555555555558
Costa Rica,UCR_S003,2025-06-21T12:00:00Z,27.281555555555556
Costa Rica,UCR_S003,2025-06-21T13:00:00Z,84.39266666666667
Costa Rica,UCR_S003,2025-06-21T14:00:00Z,80.77805555555555
Costa Rica,UCR_S003,2025-06-21T15:00:00Z,35.84738888888889
Costa Rica,UCR_S003,2025-06-21T16:00:00Z,15.74836111111111
Costa Rica,UCR_S003,2025-06-21T17:00:00Z,21.06116666666667
Costa Rica,UCR_S003,2025-06-21T18:00:00Z,97.56041666666664
Costa Rica,UCR_S003,2025-06-21T19:00:00Z,148.62341666666666
Costa Rica,UCR_S003,2025-06-21T20:00:00Z,142.4935
Costa Rica,UCR_S003,2025-06-21T21:00:00Z,189.1407777777778
Costa Rica,UCR_S003,2025-06-21T22:00:00Z,147.05397222222223
Costa Rica,UCR_S003,2025-06-21T23:00:00Z,52.403416666666665
Costa Rica,UCR_S003,2025-06-22T00:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T01:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T02:00:00Z,10.997277777777779
Costa Rica,UCR_S003,2025-06-22T03:00:00Z,21.342333333333332
Costa Rica,UCR_S003,2025-06-22T04:00:00Z,36.936472222222214
Costa Rica,UCR_S003,2025-06-22T05:00:00Z,31.329388888888893
Costa Rica,UCR_S003,2025-06-22T06:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T07:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T08:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T09:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T10:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T11:00:00Z,0
Costa Rica,UCR_S003,2025-06-22T12:00:00Z,2.5716111111111113
Costa Rica,UCR_S003,2025-06-22T13:00:00Z,10.57513888888889
Costa Rica,UCR_S003,2025-06-22T14:00:00Z,25.018638888888887
Costa Rica,UCR_S003,2025-06-22T15:00:00Z,39.06852777777778
Costa Rica,UCR_S004,2025-06-24T16:00:00Z,449.01433333333335
Costa Rica,UCR_S004,2025-06-24T17:00:00Z,143.1797777777778
Costa Rica,UCR_S004,2025-06-24T18:00:00Z,550.2066666666667
Costa Rica,UCR_S004,2025-06-24T19:00:00Z,160.12416666666667
Costa Rica,UCR_S004,2025-06-24T20:00:00Z,58.95444444444445
Costa Rica,UCR_S004,2025-06-24T21:00:00Z,67.95477777777778
Costa Rica,UCR_S004,2025-06-24T22:00:00Z,84.15641666666667
Costa Rica,UCR_S004,2025-06-24T23:00:00Z,57.19730555555555
Costa Rica,UCR_S004,2025-06-25T00:00:00Z,9.228166666666667
Costa Rica,UCR_S004,2025-06-25T01:00:00Z,13.820722222222223
Costa Rica,UCR_S004,2025-06-25T02:00:00Z,14.759611111111113
Costa Rica,UCR_S004,2025-06-25T03:00:00Z,7.179166666666666
Costa Rica,UCR_S004,2025-06-25T04:00:00Z,8.206916666666666
Costa Rica,UCR_S004,2025-06-25T05:00:00Z,1.9952222222222222
Costa Rica,UCR_S004,2025-06-25T06:00:00Z,0
Costa Rica,UCR_S004,2025-06-25T07:00:00Z,0
Costa Rica,UCR_S004,2025-06-25T08:00:00Z,0
Costa Rica,UCR_S004,2025-06-25T09:00:00Z,0
Costa Rica,UCR_S004,2025-06-25T10:00:00Z,0
Costa Rica,UCR_S004,2025-06-25T11:00:00Z,0.8310833333333336
Costa Rica,UCR_S004,2025-06-25T12:00:00Z,301.41808333333324
Costa Rica,UCR_S004,2025-06-25T13:00:00Z,1045.631138888889
Costa Rica,UCR_S004,2025-06-25T14:00:00Z,318.04002777777777
Costa Rica,UCR_S004,2025-06-25T15:00:00Z,326.46630555555555
Costa Rica,UCR_S004,2025-06-25T16:00:00Z,342.3623333333333
Costa Rica,UCR_S004,2025-06-25T17:00:00Z,188.63083333333333
Costa Rica,UCR_S004,2025-06-25T18:00:00Z,252.22805555555556
Costa Rica,UCR_S004,2025-06-25T19:00:00Z,132.4683611111111
Costa Rica,UCR_S004,2025-06-25T20:00:00Z,65.18575
Costa Rica,UCR_S004,2025-06-25T21:00:00Z,42.31524999999999
Costa Rica,UCR_S004,2025-06-25T22:00:00Z,82.78111111111112
Costa Rica,UCR_S004,2025-06-25T23:00:00Z,71.53155555555556
