DateTime,SPN1 Total (W/m2),SPN1 Diff (W/m2),Out Irr (W/m2),Out Ill (Lux),Wind Speed (Km/h),Wind Dir (deg),RH (%),T (deg C),MaxWS (KM/h)
14-Jun-2023 00:21:21,2.699023,1.432757,-0.044387,6.963418,3.575646,165.700883,63.544140,15.391860,5.171212
14-Jun-2023 00:22:21,2.676342,1.483228,-0.077721,2.986604,3.301228,159.482160,63.601090,15.356693,5.819920
14-Jun-2023 00:23:21,2.169513,1.412818,-0.055528,3.976814,5.700947,160.745437,63.553165,15.365718,7.914432
14-Jun-2023 00:24:21,2.671233,1.420544,-0.022193,7.961614,4.280290,168.407505,63.577438,15.391548,5.051615
14-Jun-2023 00:25:21,2.634844,1.373936,-0.066669,5.973207,4.160795,173.416852,63.539473,15.395283,6.610136
14-Jun-2023 00:26:21,2.654534,1.428021,-0.022193,3.976814,3.849436,164.226606,63.626297,15.380967,5.186866
14-Jun-2023 00:27:21,2.188206,1.436994,-0.088863,7.961614,4.525117,187.742891,63.740820,15.361362,6.134251
14-Jun-2023 00:28:21,2.634969,1.368951,-0.066669,8.959811,3.784159,166.509916,63.858455,15.325573,6.115468
14-Jun-2023 00:29:21,2.145212,1.423286,-0.066669,9.950022,3.739594,177.408785,63.986358,15.300055,6.669618
14-Jun-2023 00:30:21,2.210139,1.425778,-0.066669,11.938429,1.729973,190.603142,64.044243,15.267378,3.485584
14-Jun-2023 00:31:21,2.652042,1.365587,-0.088863,-0.998196,2.922709,175.189114,64.383152,15.214472,4.243868
14-Jun-2023 00:32:21,2.648054,1.428021,-0.044387,5.973207,3.507499,158.095239,64.513858,15.194868,4.475548
14-Jun-2023 00:33:21,2.695160,1.425030,-0.088863,7.961614,3.708340,139.225922,64.557425,15.190200,4.664024
14-Jun-2023 00:34:21,2.134494,1.372690,-0.077721,13.934821,2.672350,169.469538,64.666970,15.181175,3.300241
14-Jun-2023 00:35:21,2.150072,1.415559,-0.022193,8.959811,2.975884,173.154483,64.729210,15.171218,3.725407
14-Jun-2023 00:36:21,2.672604,1.415684,-0.077721,3.976814,4.274184,165.262761,64.788027,15.161570,5.511846
14-Jun-2023 00:37:21,2.656403,1.435498,-0.033335,8.959811,3.813328,174.829079,64.809810,15.156590,4.935775
14-Jun-2023 00:38:21,2.649549,1.427772,-0.066669,3.976814,5.173823,161.850586,64.875163,15.146942,6.872495
14-Jun-2023 00:39:21,2.169014,1.426900,-0.044387,5.973207,4.469391,164.710747,64.907528,15.146942,5.658370
14-Jun-2023 00:40:21,2.144215,1.526222,-0.111056,0.998196,4.851506,162.264526,64.947672,15.143830,6.521217
14-Jun-2023 00:41:21,2.164403,1.412818,-0.033335,11.938429,5.040918,159.472687,64.948295,15.136985,7.114819
14-Jun-2023 00:42:21,2.192069,1.430514,-0.077721,2.986604,5.237796,156.583467,64.891968,15.148498,6.826786
14-Jun-2023 00:43:21,2.624251,1.368079,-0.066669,11.938429,5.119347,166.097764,64.899748,15.155035,7.144251
14-Jun-2023 00:44:21,2.655531,1.443474,-0.044387,5.973207,4.843418,158.440471,64.970703,15.152545,7.611992
14-Jun-2023 00:45:21,1.700690,1.442726,-0.011141,9.950022,6.713243,158.887870,64.985640,15.150365,8.215614
14-Jun-2023 00:46:21,2.176491,1.425280,-0.033335,-1.988407,3.988028,156.026111,64.827237,15.172150,6.111710
14-Jun-2023 00:47:21,2.160789,1.412444,-0.066669,6.963418,4.779445,170.215299,64.847155,15.178063,6.012777
14-Jun-2023 00:48:21,2.656777,1.485097,-0.011141,7.961614,2.806400,175.499668,64.976305,15.157522,3.759844
14-Jun-2023 00:49:21,2.653662,1.438240,-0.100004,2.986604,3.690286,157.304486,65.227132,15.123913,4.935775
14-Jun-2023 00:50:21,2.662634,1.422040,-0.066669,6.963418,3.022794,160.806838,65.254520,15.089683,5.197510
14-Jun-2023 00:51:21,2.662011,1.514757,-0.022193,8.959811,3.643584,168.538364,65.331388,15.076610,4.966459
14-Jun-2023 00:52:21,2.162285,1.419672,-0.055528,5.973207,2.972147,185.920008,65.364995,15.057318,4.858758
14-Jun-2023 00:53:21,2.682324,1.422164,-0.055528,2.986604,3.743405,181.414026,65.468937,15.028062,5.464256
14-Jun-2023 00:54:21,2.669364,1.505660,-0.066669,9.950022,3.768923,175.534627,65.674020,15.008770,4.976479
14-Jun-2023 00:55:21,2.618643,1.414812,0.022193,2.986604,3.181684,166.653427,65.749955,14.996632,4.401660
14-Jun-2023 00:56:21,2.669114,1.405839,-0.077721,0.998196,3.680370,171.643556,65.775472,14.990720,5.355307
14-Jun-2023 00:57:21,2.648552,1.509897,-0.022193,3.976814,4.726063,177.866688,65.800680,14.984495,6.489286
14-Jun-2023 00:58:21,2.657276,1.408830,-0.044387,5.973207,4.573699,175.396087,65.919560,14.966135,6.847450
14-Jun-2023 00:59:21,2.663257,1.440359,-0.122197,6.963418,5.123208,177.107426,65.862920,14.970180,6.886273
14-Jun-2023 01:00:21,2.165026,1.498307,-0.011141,2.986604,4.494697,174.387580,65.682423,14.985740,5.911338
14-Jun-2023 01:01:21,2.159668,1.407957,-0.077721,7.961614,4.201392,173.615381,65.676510,15.000055,5.288305
14-Jun-2023 01:02:21,2.150944,1.417553,-0.033335,7.961614,3.541207,167.813971,65.900888,14.979205,5.127384
14-Jun-2023 01:03:21,2.154060,1.520240,-0.055528,6.963418,2.984755,176.453239,66.107215,14.938747,4.502475
14-Jun-2023 01:04:21,2.167643,1.413441,-0.022193,2.986604,4.018498,185.498659,66.091343,14.909185,5.991484
14-Jun-2023 01:05:21,2.159792,1.413067,0.011141,1.988407,4.077984,185.584334,66.130865,14.876508,5.638959
14-Jun-2023 01:06:21,2.677090,1.494319,-0.000000,8.959811,4.861315,176.220025,66.306072,14.851923,7.015262
14-Jun-2023 01:07:21,2.170260,1.416058,-0.133249,12.936625,5.040187,188.834448,66.254725,14.861570,7.010880
14-Jun-2023 01:08:21,2.661637,1.421915,-0.077721,10.948218,4.192256,193.724743,66.120908,14.866550,8.025885
14-Jun-2023 01:09:21,2.670236,1.502046,-0.044387,10.948218,5.279540,189.357115,65.991448,14.876820,8.294512
14-Jun-2023 01:10:21,2.655406,1.412444,-0.066669,13.934821,4.204991,167.378852,66.028792,14.889268,5.674024
14-Jun-2023 01:11:21,2.158297,1.419921,-0.111056,4.975011,5.627164,186.838709,66.010430,14.886155,7.131725
14-Jun-2023 01:12:21,2.291266,1.382161,-0.044387,11.938429,3.546060,190.825486,66.062400,14.869350,4.682807
14-Jun-2023 01:13:21,2.657774,1.418176,-0.033335,6.963418,6.089271,169.490906,66.381695,14.814268,9.023989
14-Jun-2023 01:14:21,2.661886,1.431511,-0.088863,11.938429,5.309596,170.427609,66.318520,14.813333,7.518068
14-Jun-2023 01:15:21,2.693789,1.514508,-0.044387,2.986604,7.113986,143.130864,65.971842,14.879307,8.807963
14-Jun-2023 01:16:21,2.150944,1.420419,-0.077721,6.963418,5.776452,154.916285,65.776095,14.912608,7.955755
14-Jun-2023 01:17:21,2.340741,1.441480,-0.011141,1.988407,5.429033,159.408761,65.685222,14.955865,8.451051
14-Jun-2023 01:18:21,2.161163,1.429392,-0.033335,4.975011,5.159317,171.273481,65.684602,14.965200,6.748516
14-Jun-2023 01:19:21,2.157424,1.442976,-0.022193,7.961614,4.907389,146.341223,65.609602,14.979515,6.844945
14-Jun-2023 01:20:21,2.293260,1.482480,-0.033335,9.950022,6.864148,166.529791,65.614270,14.990098,10.179884
14-Jun-2023 01:21:21,2.670485,1.428395,-0.033335,2.986604,4.640228,158.561579,65.820598,14.971112,7.150513
14-Jun-2023 01:22:21,2.180230,1.428021,-0.100004,6.963418,5.123520,161.093289,65.995805,14.941237,6.844945
14-Jun-2023 01:23:21,2.160914,1.392629,-0.122197,3.976814,5.722862,160.615142,66.019455,14.928168,8.500518
14-Jun-2023 01:24:21,2.156801,1.419921,-0.088863,7.961614,5.317683,169.682974,66.090720,14.924432,7.271987
14-Jun-2023 01:25:21,2.210513,1.424657,-0.077721,6.963418,3.836807,160.168676,66.124330,14.913540,5.202520
14-Jun-2023 01:26:21,2.183221,1.355119,-0.022193,3.976814,3.780766,155.477948,66.539163,14.861570,5.719105
14-Jun-2023 01:27:21,2.171133,1.428021,-0.077721,11.938429,4.466343,174.242574,66.501198,14.823603,7.734723
14-Jun-2023 01:28:21,2.642820,1.412942,-0.033335,5.973207,4.432916,170.668329,66.697878,14.789992,6.365307
14-Jun-2023 01:29:21,2.634221,2.439440,-0.044387,10.948218,4.013700,187.080832,66.889272,14.757317,5.404774
14-Jun-2023 01:30:21,2.165026,1.423535,-0.122197,5.973207,3.891887,187.173998,67.015308,14.714683,5.230070
14-Jun-2023 01:31:21,3.697105,1.426775,-0.044387,12.936625,3.390460,177.556697,67.298502,14.661155,4.712238
14-Jun-2023 01:32:21,2.648428,1.456933,-0.055528,4.975011,2.837763,182.696519,67.429830,14.632525,4.008431
14-Jun-2023 01:33:21,2.656777,1.410076,-0.066669,0.998196,4.148166,188.717365,67.623398,14.603895,5.803637
14-Jun-2023 01:34:21,2.673352,1.401602,-0.044387,7.961614,4.191270,186.951941,67.488025,14.604518,6.524351
14-Jun-2023 01:35:21,2.690549,1.406836,0.011141,5.973207,3.517101,165.088787,67.469352,14.603273,4.146811
14-Jun-2023 01:36:21,2.666497,1.367331,-0.055528,6.963418,2.202933,175.525346,67.572982,14.599537,3.241383
14-Jun-2023 01:37:21,2.662260,1.428021,-0.100004,2.986604,2.173726,189.194952,67.677548,14.523605,3.283959
14-Jun-2023 01:38:21,2.179108,1.435748,-0.000000,5.973207,3.111135,185.612928,67.807320,14.491240,3.993400
14-Jun-2023 01:39:21,2.668118,1.382036,0.033335,3.976814,1.832696,192.722426,67.900370,14.470700,3.366615
14-Jun-2023 01:40:21,2.720209,1.434502,-0.066669,1.988407,1.825634,183.772700,68.133148,14.417485,3.560724
14-Jun-2023 01:41:21,2.669114,1.414438,-0.055528,0.998196,3.133000,176.710172,68.333562,14.404412,3.814321
14-Jun-2023 01:42:21,2.149200,1.506033,-0.111056,2.986604,1.774164,195.484725,68.478895,14.346530,2.744819
14-Jun-2023 01:43:21,2.655905,1.400231,-0.077721,6.963418,0.763293,194.072495,68.879100,14.255970,2.270191
14-Jun-2023 01:44:21,2.649674,1.409951,-0.066669,10.948218,0.192533,191.175303,69.101610,14.166342,0.192936
14-Jun-2023 01:45:21,3.174200,1.404967,-0.044387,5.973207,0.192423,191.220673,69.748295,14.085430,0.192747
14-Jun-2023 01:46:21,3.108026,2.258741,-0.088863,7.961614,0.192282,191.214579,70.393417,13.947880,0.192622
14-Jun-2023 01:47:21,3.696358,1.410450,-0.100004,9.950022,0.192199,191.219361,70.681593,13.834602,0.192622
14-Jun-2023 01:48:21,3.109896,2.340242,-0.088863,7.961614,0.192152,191.252075,71.297150,13.781385,0.192434
14-Jun-2023 01:49:21,3.692619,1.476872,-0.066669,4.975011,0.192261,191.279539,71.601195,13.751823,0.192559
14-Jun-2023 01:50:21,3.695859,1.413316,-0.033335,5.973207,0.192204,191.340092,71.944140,13.675887,0.192496
14-Jun-2023 01:51:21,3.682774,1.410574,-0.077721,-1.988407,0.191948,191.266228,72.609503,13.594347,0.192245
14-Jun-2023 01:52:21,2.970072,2.331145,-0.055528,7.961614,0.191901,191.209892,72.931908,13.551403,0.192371
14-Jun-2023 01:53:21,3.679908,2.415263,-0.199919,-0.000000,0.191712,191.308689,73.235640,13.451817,0.192057
14-Jun-2023 01:54:21,3.341564,1.416930,-0.055528,3.976814,0.191639,191.303346,73.493628,13.365302,0.192120
14-Jun-2023 01:55:21,3.127218,2.353452,-0.033335,3.976814,0.191551,191.258541,73.814477,13.289993,0.191995
14-Jun-2023 01:56:21,2.673227,1.406711,-0.111056,3.976814,0.191488,191.273539,74.247672,13.209080,0.191869
14-Jun-2023 01:57:21,2.656528,2.274318,-0.000000,8.959811,0.191446,191.331094,74.487920,13.184182,0.191995
14-Jun-2023 01:58:21,2.632352,1.400231,-0.033335,5.973207,0.191205,191.338124,74.290617,13.160220,0.191618
14-Jun-2023 01:59:21,2.651917,2.317686,-0.066669,6.963418,0.191179,191.431015,74.702035,13.093623,0.191556
14-Jun-2023 02:00:21,3.106032,1.393377,-0.022193,5.973207,0.191226,191.385553,75.012615,13.079307,0.191493
14-Jun-2023 02:01:21,3.107154,1.323465,-0.000000,7.961614,0.191268,191.353776,75.021018,13.073705,0.191556
14-Jun-2023 02:02:21,2.630482,2.304850,-0.044387,3.976814,0.191441,191.321907,74.757118,13.107938,0.191744
14-Jun-2023 02:03:21,2.298494,1.392754,-0.055528,9.950022,0.191148,191.300724,74.317070,13.149640,0.191493
14-Jun-2023 02:04:21,2.161662,1.482231,-0.066669,5.973207,0.191158,191.286381,74.066553,13.107628,0.191368
14-Jun-2023 02:05:21,3.112637,1.402973,-0.044387,6.963418,0.191174,191.273164,74.486675,13.036363,0.191368
14-Jun-2023 02:06:21,2.656902,1.389264,-0.077721,3.976814,0.191038,191.219549,75.498715,12.992792,0.191368
14-Jun-2023 02:07:21,3.140677,1.402599,-0.088863,3.976814,0.190871,191.188054,76.029938,12.983767,0.191180
14-Jun-2023 02:08:21,2.641947,1.997036,-0.077721,5.973207,0.205969,191.188241,76.066970,12.993105,0.370412
14-Jun-2023 02:09:21,2.650671,2.305722,-0.022193,11.938429,0.241044,191.209893,75.879937,13.002753,0.792565
14-Jun-2023 02:10:21,2.651418,2.315941,-0.044387,8.959811,0.190719,191.235295,76.043007,12.993105,0.191368
14-Jun-2023 02:11:21,2.659269,2.324042,-0.022193,5.973207,0.190887,191.261261,76.201097,12.983145,0.191305
14-Jun-2023 02:12:21,3.534227,1.348015,-0.022193,3.976814,0.190970,191.270914,76.298815,12.973500,0.191117
14-Jun-2023 02:13:21,2.657525,1.388766,-0.000000,8.959811,0.190855,191.325844,76.033360,12.969142,0.191117
14-Jun-2023 02:14:21,2.642695,1.395122,-0.077721,3.976814,0.190949,191.360807,76.501098,12.912503,0.191242
14-Jun-2023 02:15:21,2.627491,2.372893,-0.066669,2.986604,0.190782,191.378524,77.285955,12.863955,0.191054
14-Jun-2023 02:16:21,3.652741,1.355492,0.033335,3.976814,0.190657,272.881379,78.138340,12.807627,0.191493
14-Jun-2023 02:17:21,3.660467,2.129260,-0.077721,2.986604,0.190730,316.726934,78.210850,12.727027,0.191180
14-Jun-2023 02:18:21,3.121735,1.394748,-0.100004,5.973207,0.191618,301.849066,78.712820,12.621527,0.191995
14-Jun-2023 02:19:21,3.689130,2.418254,-0.066669,11.938429,0.191488,287.084242,78.945288,12.582940,0.191807
14-Jun-2023 02:20:21,2.628862,2.301859,-0.033335,6.963418,0.191592,286.997723,78.784085,12.521323,0.191869
14-Jun-2023 02:21:21,2.619640,1.393502,-0.066669,8.959811,0.191566,287.178355,79.469043,12.449123,0.192057
14-Jun-2023 02:22:21,2.680704,1.380541,-0.033335,7.961614,0.191556,287.295430,80.129735,12.454102,0.191807
14-Jun-2023 02:23:21,2.630856,1.332313,-0.088863,1.988407,0.191556,287.320270,80.016145,12.477752,0.191869
14-Jun-2023 02:24:21,2.624500,1.391881,-0.122197,5.973207,0.191561,287.271902,79.695597,12.477752,0.191995
14-Jun-2023 02:25:21,3.103166,2.021462,-0.033335,0.998196,0.191613,287.244250,79.915005,12.439788,0.191932
14-Jun-2023 02:26:21,2.650421,2.392832,-0.055528,0.998196,0.191817,287.133548,80.028905,12.319972,0.192183
14-Jun-2023 02:27:21,2.720458,1.388143,-0.033335,14.925032,0.191822,287.245374,80.522783,12.232837,0.192183
14-Jun-2023 02:28:21,3.080859,2.298370,-0.033335,7.961614,0.191655,287.250343,82.271430,12.206385,0.192183
14-Jun-2023 02:29:21,2.675096,1.371319,-0.044387,7.961614,0.286604,243.838422,82.695295,12.210740,1.332198
14-Jun-2023 02:30:21,2.636464,1.355617,0.011141,3.976814,1.975999,47.491840,85.180255,12.249952,2.996554
14-Jun-2023 02:31:21,2.633722,1.376055,-0.033335,4.975011,1.885309,35.571345,86.041353,12.300990,2.679074
14-Jun-2023 02:32:21,3.109896,1.354869,-0.166584,3.976814,2.396676,40.271639,86.764898,12.271738,2.838758
14-Jun-2023 02:33:21,3.109023,1.470392,-0.011141,5.973207,2.333901,37.628200,87.803698,12.262712,2.591408
14-Jun-2023 02:34:21,2.635093,1.359231,0.066669,8.959811,2.575239,37.609264,88.148510,12.249330,2.942701
14-Jun-2023 02:35:21,2.496516,1.381040,-0.022193,6.963418,2.768937,37.561459,88.094360,12.249330,3.104879
14-Jun-2023 02:36:21,2.159045,1.441231,0.011141,8.959811,2.931690,37.490594,88.911890,12.387505,3.153094
14-Jun-2023 02:37:21,2.159917,1.391009,-0.066669,0.998196,2.887334,25.085575,88.666350,12.490512,3.327792
14-Jun-2023 02:38:21,2.626868,1.373936,-0.088863,7.961614,3.000410,14.934540,88.274547,12.521323,3.504371
14-Jun-2023 02:39:21,2.633847,1.457930,-0.122197,-0.000000,2.637911,63.424255,88.129525,12.525367,3.185654
14-Jun-2023 02:40:21,2.647680,1.362222,-0.066669,4.975011,1.573062,91.772733,87.195913,12.526613,2.193798
14-Jun-2023 02:41:21,1.675891,1.383033,-0.088863,9.950022,1.133282,59.560857,86.534297,12.530347,2.541942
14-Jun-2023 02:42:21,2.132251,1.318106,-0.088863,5.973207,2.365161,5.746087,86.699235,12.550885,3.251398
14-Jun-2023 02:43:21,2.103090,1.383781,-0.000000,6.963418,1.832971,91.809106,86.756808,12.572358,2.496861
14-Jun-2023 02:44:21,2.167643,1.394374,-0.066669,9.950022,1.096652,7.998188,86.940727,12.568935,1.994049
14-Jun-2023 02:45:21,2.636838,1.387271,-0.055528,3.976814,1.586525,10.555113,87.146120,12.574225,2.345327
14-Jun-2023 02:46:21,2.239798,1.357237,-0.044387,5.973207,0.484280,19.101279,87.363340,12.578895,1.464945
14-Jun-2023 02:47:21,2.149449,1.372690,-0.022193,5.973207,1.389649,10.734148,87.678277,12.584495,2.403561
14-Jun-2023 02:48:21,2.604437,1.391632,-0.033335,9.950022,2.861246,41.646474,87.962410,12.563955,3.652772
14-Jun-2023 02:49:21,2.249519,1.382784,-0.033335,1.988407,3.062087,17.860877,88.428902,12.521945,3.992148
14-Jun-2023 02:50:21,2.652415,1.377052,-0.100004,4.975011,2.182422,23.120117,88.507637,12.507627,2.726036
14-Jun-2023 02:51:21,3.067151,1.357985,-0.044387,7.961614,1.879203,18.262344,88.484920,12.486778,2.264552
14-Jun-2023 02:52:21,2.305224,1.365462,-0.044387,7.961614,2.119442,13.919100,88.515105,12.474330,3.097993
14-Jun-2023 02:53:21,2.626744,1.368453,-0.066669,9.950022,1.830832,19.603610,88.606910,12.420802,2.342198
14-Jun-2023 02:54:21,2.632102,1.305644,-0.044387,1.988407,1.869289,20.301754,88.704005,12.378790,2.424225
14-Jun-2023 02:55:21,2.603564,1.368328,-0.022193,6.963418,1.472668,20.450980,88.809815,12.334910,2.022857
14-Jun-2023 02:56:21,2.648552,1.368204,-0.088863,3.976814,0.666824,20.378992,88.543115,12.278273,1.655297
14-Jun-2023 02:57:21,2.629984,1.351006,-0.000000,7.961614,0.189909,20.382646,88.632740,12.231593,0.190113
14-Jun-2023 02:58:21,2.129385,1.383033,-0.077721,4.975011,0.189841,20.362870,88.690312,12.112713,0.190050
14-Jun-2023 02:59:21,2.639081,1.391134,-0.033335,5.973207,0.189658,20.329219,89.093320,12.055763,0.190050
14-Jun-2023 03:00:21,2.281421,1.454815,0.011141,5.973207,0.189632,20.290035,88.994357,11.959600,0.189799
14-Jun-2023 03:01:21,2.624127,1.360976,-0.055528,7.961614,0.189611,20.209797,89.593112,11.869975,0.189987
14-Jun-2023 03:02:21,2.617522,1.355119,-0.011141,6.963418,0.189617,44.646007,89.766453,11.807735,0.189925
14-Jun-2023 03:03:21,2.641200,1.369699,-0.077721,7.961614,1.863445,323.262313,89.853900,11.797465,2.318405
14-Jun-2023 03:04:21,2.629610,1.377924,-0.011141,5.973207,2.197242,334.623678,89.246120,11.818625,3.273315
14-Jun-2023 03:05:21,2.605060,1.382535,-0.000000,3.976814,2.135411,336.265183,88.568322,11.845078,3.286464
14-Jun-2023 03:06:21,2.571786,1.357985,-0.033335,0.998196,0.898776,309.200715,88.470915,11.830763,1.487485
14-Jun-2023 03:07:21,2.616400,1.366085,-0.122197,-0.000000,1.726734,93.481070,88.514173,11.834497,3.016590
14-Jun-2023 03:08:21,2.131005,1.365088,-0.044387,9.950022,3.667381,10.666103,88.512305,11.902028,5.009663
14-Jun-2023 03:09:21,1.823191,1.385401,-0.100004,4.975011,3.676300,13.066587,88.191455,11.936260,5.487425
14-Jun-2023 03:10:21,2.123777,1.371693,-0.011141,8.959811,2.556142,11.257573,87.944360,11.988543,3.741685
14-Jun-2023 03:11:21,2.655780,1.380666,-0.077721,-0.000000,3.429282,12.004469,87.998198,12.043938,3.952701
14-Jun-2023 03:12:21,2.341738,1.429392,0.011141,6.963418,2.806452,7.076101,88.098095,12.103378,3.931413
14-Jun-2023 03:13:21,2.114306,1.382909,-0.077721,3.976814,2.223334,39.368230,88.547470,12.140410,3.170000
14-Jun-2023 03:14:21,2.145959,1.369574,-0.055528,10.948218,2.332653,122.721603,88.851827,12.158460,3.453652
14-Jun-2023 03:15:21,2.219859,1.404468,-0.033335,3.976814,2.439727,122.375636,89.018320,12.162505,3.126167
14-Jun-2023 03:16:21,2.624625,1.381040,0.011141,4.975011,2.891507,231.822174,89.800063,12.178687,3.973994
14-Jun-2023 03:17:21,2.178236,1.393502,-0.055528,3.976814,3.081548,283.066204,90.011058,12.191447,4.724135
14-Jun-2023 03:18:21,2.616026,1.327453,-0.011141,3.976814,3.144218,230.766624,90.777250,12.193315,4.399155
14-Jun-2023 03:19:21,2.633349,1.393252,-0.077721,6.963418,3.189871,37.890675,90.999450,12.197360,4.841227
14-Jun-2023 03:20:21,2.144215,1.375681,-0.055528,11.938429,4.330956,13.427088,91.653908,12.195492,5.561937
14-Jun-2023 03:21:21,2.626868,1.382784,-0.033335,9.950022,3.801848,16.792574,92.056605,12.195802,4.616434
14-Jun-2023 03:22:21,2.153312,1.381413,-0.033335,8.959811,3.099134,24.537315,92.583160,12.191135,4.033476
14-Jun-2023 03:23:21,2.596710,1.435125,0.011141,4.975011,1.577758,31.267743,92.597785,12.154103,2.034754
14-Jun-2023 03:24:21,2.131379,1.350009,-0.055528,6.963418,0.990453,35.872154,92.735960,12.069145,1.929557
14-Jun-2023 03:25:21,2.625747,1.382286,-0.011141,3.976814,0.189188,36.341019,92.597475,11.972670,0.189611
14-Jun-2023 03:26:21,2.454145,1.462167,-0.000000,5.973207,0.189036,36.325366,92.569465,11.826717,0.189298
14-Jun-2023 03:27:21,2.137859,1.379419,-0.033335,10.948218,0.189010,36.410853,92.548927,11.708150,0.189799
14-Jun-2023 03:28:21,2.630108,1.384653,0.033335,8.959811,0.281623,36.564393,92.904943,11.674540,1.289618
14-Jun-2023 03:29:21,2.347719,1.440733,-0.011141,4.975011,0.270777,36.684562,93.048722,11.631905,0.706036
14-Jun-2023 03:30:21,2.637710,1.370571,-0.077721,6.963418,0.189481,36.701997,93.304532,11.608252,0.189737
14-Jun-2023 03:31:21,2.662011,1.378796,-0.011141,8.959811,0.189277,36.651005,93.314490,11.565618,0.189549
14-Jun-2023 03:32:21,2.156054,1.389888,-0.077721,5.973207,0.189245,36.648755,93.338765,11.489372,0.189611
14-Jun-2023 03:33:21,2.143841,1.312249,-0.088863,8.959811,0.189277,36.650066,93.735857,11.466033,0.189737
14-Jun-2023 03:34:21,2.639206,1.387021,-0.055528,11.938429,0.189146,36.743990,93.682333,11.450785,0.189674
14-Jun-2023 03:35:21,2.693415,1.364714,-0.066669,2.986604,0.188493,36.778859,93.671440,11.398502,0.188922
14-Jun-2023 03:36:21,2.135865,1.313745,-0.033335,-0.000000,0.188435,36.729366,94.017185,11.397880,0.188733
14-Jun-2023 03:37:21,2.805324,1.389015,0.011141,5.973207,0.188305,36.747084,94.151002,11.403170,0.188671
14-Jun-2023 03:38:21,2.662510,1.374310,-0.044387,3.976814,0.188383,36.588858,94.249965,11.422465,0.188733
14-Jun-2023 03:39:21,2.129136,1.350508,0.022193,8.959811,0.188425,36.583795,94.269570,11.430867,0.188545
14-Jun-2023 03:40:21,2.112437,1.380790,0.011141,9.950022,0.188341,36.467094,94.373512,11.430245,0.188545
14-Jun-2023 03:41:21,2.168266,1.379046,-0.122197,9.950022,0.188425,36.483872,94.284820,11.421220,0.188608
14-Jun-2023 03:42:21,2.654035,1.307389,-0.133249,1.988407,0.188430,33.704041,94.181812,11.377653,0.188796
14-Jun-2023 03:43:21,2.658397,1.368578,-0.055528,0.998196,0.188514,285.434781,94.182745,11.279000,0.188796
14-Jun-2023 03:44:21,2.700768,1.369824,-0.066669,5.973207,0.188503,282.312908,94.325275,11.231075,0.188733
14-Jun-2023 03:45:21,2.135741,1.316736,-0.066669,5.973207,0.188545,285.691340,94.332122,11.192487,0.188796
